,방송일시,마더코드,상품코드,상품명,상품군,판매단가,취급액,노출,요일,month
3341,2019-02-05 19:20:00,100837,202471,1262,10,198000,5047000,20,tue,2
3342,2019-02-05 19:40:00,100837,202465,805,10,218000,31496000,20,tue,2
3343,2019-02-05 19:40:00,100837,202478,1399,10,208000,18805000,20,tue,2
3344,2019-02-05 19:40:00,100837,202468,807,10,208000,5311000,20,tue,2
3345,2019-02-05 19:40:00,100837,202471,1262,10,198000,9335000,20,tue,2
3346,2019-02-05 20:00:00,100148,200497,1273,1,1300000,50000,20,tue,2
3347,2019-02-05 20:00:00,100148,200430,675,1,1440000,3751000,20,tue,2
3348,2019-02-05 20:00:00,100148,200506,1275,1,1900000,50000,20,tue,2
3349,2019-02-05 20:00:00,100148,200439,677,1,2130000,5525000,20,tue,2
3350,2019-02-05 20:00:00,100148,200515,1277,1,2700000,50000,20,tue,2
3351,2019-02-05 20:00:00,100148,200448,679,1,2990000,50000,20,tue,2
3352,2019-02-05 20:20:00,100148,200497,1273,1,1300000,10023000,20,tue,2
3353,2019-02-05 20:20:00,100148,200430,675,1,1440000,3751000,20,tue,2
3354,2019-02-05 20:20:00,100148,200506,1275,1,1900000,29198000,20,tue,2
3355,2019-02-05 20:20:00,100148,200439,677,1,2130000,16398000,20,tue,2
3356,2019-02-05 20:20:00,100148,200515,1277,1,2700000,50000,20,tue,2
3357,2019-02-05 20:20:00,100148,200448,679,1,2990000,7710000,20,tue,2
3358,2019-02-05 20:40:00,100148,200497,1273,1,1300000,19971000,20,tue,2
3359,2019-02-05 20:40:00,100148,200430,675,1,1440000,7427000,20,tue,2
3360,2019-02-05 20:40:00,100148,200506,1275,1,1900000,19508000,20,tue,2
3361,2019-02-05 20:40:00,100148,200439,677,1,2130000,21898000,20,tue,2
3362,2019-02-05 20:40:00,100148,200515,1277,1,2700000,50000,20,tue,2
3363,2019-02-05 20:40:00,100148,200448,679,1,2990000,7710000,20,tue,2
3364,2019-02-05 21:00:00,100150,200532,1285,1,439000,19906000,20,tue,2
3365,2019-02-05 21:00:00,100150,200464,687,1,489000,8001000,20,tue,2
3366,2019-02-05 21:20:00,100150,200532,1285,1,439000,37058000,20,tue,2
3367,2019-02-05 21:20:00,100150,200464,687,1,489000,20736000,20,tue,2
3368,2019-02-05 21:40:00,100150,200532,1285,1,439000,69778000,20,tue,2
3369,2019-02-05 21:40:00,100150,200464,687,1,489000,49472000,20,tue,2
3370,2019-02-05 22:00:00,100049,202043,624,7,399000,20608000,20,tue,2
3371,2019-02-05 22:20:00,100049,202043,624,7,399000,43346000,20,tue,2
3372,2019-02-05 22:40:00,100049,202043,624,7,399000,60932000,20,tue,2
3373,2019-02-05 23:00:00,100664,202004,1565,6,79900,10919000,20,tue,2
3374,2019-02-05 23:20:00,100664,202004,1565,6,79900,19482000,20,tue,2
3375,2019-02-05 23:40:00,100664,202004,1565,6,79900,33893000,20,tue,2
3376,2019-02-06 00:00:00,100604,201848,1494,6,59000,11095000,20,wed,2
3377,2019-02-06 00:00:00,100604,201851,1496,6,59000,4805000,20,wed,2
3378,2019-02-06 00:20:00,100604,201848,1494,6,59000,18021000,20,wed,2
3379,2019-02-06 00:20:00,100604,201851,1496,6,59000,9811000,20,wed,2
3380,2019-02-06 00:40:00,100604,201848,1494,6,59000,33679000,20,wed,2
3381,2019-02-06 00:40:00,100604,201851,1496,6,59000,10557000,20,wed,2
3382,2019-02-06 01:00:00,100602,201844,1103,9,49000,7256000,20,wed,2
3383,2019-02-06 01:20:00,100602,201844,1103,9,49000,13975000,20,wed,2
3384,2019-02-06 01:40:00,100602,201844,1103,9,49000,13984000,16,wed,2
3385,2019-02-06 06:00:00,100367,201157,1614,2,179000,1415000,20,wed,2
3386,2019-02-06 06:20:00,100367,201157,1614,2,179000,8241000,20,wed,2
3387,2019-02-06 06:40:00,100367,201157,1614,2,179000,19086000,20,wed,2
3388,2019-02-06 07:00:00,100809,202392,191,7,59900,9587000,20,wed,2
3389,2019-02-06 07:20:00,100809,202392,191,7,59900,15344000,20,wed,2
3390,2019-02-06 07:40:00,100809,202392,191,7,59900,17553000,20,wed,2
3391,2019-02-06 08:00:00,100738,202168,1321,5,238000,2411000,20,wed,2
3392,2019-02-06 08:00:00,100738,202165,726,5,248000,3701000,20,wed,2
3393,2019-02-06 08:20:00,100738,202168,1321,5,238000,13784000,20,wed,2
3394,2019-02-06 08:20:00,100738,202165,726,5,248000,14136000,20,wed,2
3395,2019-02-06 08:40:00,100738,202168,1321,5,238000,19560000,20,wed,2
3396,2019-02-06 08:40:00,100738,202165,726,5,248000,20446000,20,wed,2
3397,2019-02-06 09:00:00,100742,202178,496,9,99000,22851000,20,wed,2
3398,2019-02-06 09:20:00,100742,202178,496,9,99000,46255000,20,wed,2
3399,2019-02-06 09:40:00,100742,202178,496,9,99000,51875000,20,wed,2
3400,2019-02-06 10:00:00,100231,200819,1583,10,89800,14152000,20,wed,2
3401,2019-02-06 10:20:00,100231,200819,1583,10,89800,43343000,20,wed,2
3402,2019-02-06 10:40:00,100231,200819,1583,10,89800,59213000,20,wed,2
3403,2019-02-06 11:00:00,100049,202043,624,7,399000,15445000,20,wed,2
3404,2019-02-06 11:20:00,100049,202043,624,7,399000,34136000,20,wed,2
3405,2019-02-06 11:40:00,100049,202043,624,7,399000,64646000,20,wed,2
3406,2019-02-06 12:00:00,100844,202491,1716,3,32900,20657000,20,wed,2
3407,2019-02-06 12:20:00,100844,202491,1716,3,32900,26590000,20,wed,2
3408,2019-02-06 12:40:00,100844,202491,1716,3,32900,31936000,20,wed,2
3409,2019-02-06 13:00:00,100574,201771,1354,1,1319000,50000,20,wed,2
3410,2019-02-06 13:00:00,100574,201719,760,1,1449000,11143000,20,wed,2
3411,2019-02-06 13:20:00,100574,201771,1354,1,1319000,23520000,20,wed,2
3412,2019-02-06 13:20:00,100574,201719,760,1,1449000,11143000,20,wed,2
3413,2019-02-06 13:40:00,100574,201771,1354,1,1319000,10138000,20,wed,2
3414,2019-02-06 13:40:00,100574,201719,760,1,1449000,25916000,20,wed,2
3415,2019-02-06 14:00:00,100074,200197,937,8,39800,26210000,20,wed,2
3416,2019-02-06 14:20:00,100074,200197,937,8,39800,42871000,20,wed,2
3417,2019-02-06 14:40:00,100074,200197,937,8,39800,61257000,20,wed,2
3418,2019-02-06 15:00:00,100708,202076,1466,3,96000,23262000,20,wed,2
3419,2019-02-06 15:20:00,100708,202076,1466,3,96000,44714000,20,wed,2
3420,2019-02-06 15:40:00,100708,202076,1466,3,96000,87967000,20,wed,2
3421,2019-02-06 16:00:00,100322,201479,397,3,49900,42333000,20,wed,2
3422,2019-02-06 16:20:00,100322,201479,397,3,49900,52106000,20,wed,2
3423,2019-02-06 16:40:00,100322,201479,397,3,49900,75152000,20,wed,2
3424,2019-02-06 17:00:00,100448,202098,1392,10,158000,14230000,20,wed,2
3425,2019-02-06 17:00:00,100448,202092,798,10,168000,9705000,20,wed,2
3426,2019-02-06 17:00:00,100448,202099,1393,10,148000,6985000,20,wed,2
3427,2019-02-06 17:00:00,100448,202094,799,10,158000,2316000,20,wed,2
3428,2019-02-06 17:20:00,100448,202098,1392,10,158000,27911000,20,wed,2
3429,2019-02-06 17:20:00,100448,202092,798,10,168000,9788000,20,wed,2
3430,2019-02-06 17:20:00,100448,202099,1393,10,148000,5876000,20,wed,2
3431,2019-02-06 17:20:00,100448,202094,799,10,158000,2883000,20,wed,2
3432,2019-02-06 17:40:00,100448,202098,1392,10,158000,45048000,20,wed,2
3433,2019-02-06 17:40:00,100448,202092,798,10,168000,13426000,20,wed,2
3434,2019-02-06 17:40:00,100448,202099,1393,10,148000,12741000,20,wed,2
3435,2019-02-06 17:40:00,100448,202094,799,10,158000,7998000,20,wed,2
3436,2019-02-06 18:00:00,100765,202231,722,10,289000,3803000,20,wed,2
3437,2019-02-06 18:00:00,100765,202235,1257,10,279000,7288000,20,wed,2
3438,2019-02-06 18:00:00,100765,202227,662,10,219000,3568000,20,wed,2
3439,2019-02-06 18:00:00,100765,202233,1256,10,209000,4771000,20,wed,2
3440,2019-02-06 18:20:00,100765,202231,722,10,289000,9493000,20,wed,2
3441,2019-02-06 18:20:00,100765,202235,1257,10,279000,9158000,20,wed,2
3442,2019-02-06 18:20:00,100765,202227,662,10,219000,13607000,20,wed,2
3443,2019-02-06 18:20:00,100765,202233,1256,10,209000,12867000,20,wed,2
3444,2019-02-06 18:40:00,100765,202231,722,10,289000,29407000,20,wed,2
3445,2019-02-06 18:40:00,100765,202235,1257,10,279000,19971000,20,wed,2
3446,2019-02-06 18:40:00,100765,202227,662,10,219000,17853000,20,wed,2
3447,2019-02-06 18:40:00,100765,202233,1256,10,209000,26441000,20,wed,2
3448,2019-02-06 19:00:00,100501,201514,452,5,189000,28490000,20,wed,2
3449,2019-02-06 19:20:00,100501,201514,452,5,189000,59891000,20,wed,2
3450,2019-02-06 19:40:00,100501,201514,452,5,189000,103963000,20,wed,2
3451,2019-02-06 20:00:00,100150,200532,1285,1,439000,17136000,20,wed,2
3452,2019-02-06 20:00:00,100150,200464,687,1,489000,14335000,20,wed,2
3453,2019-02-06 20:20:00,100150,200532,1285,1,439000,28449000,20,wed,2
3454,2019-02-06 20:20:00,100150,200464,687,1,489000,23870000,20,wed,2
3455,2019-02-06 20:40:00,100150,200532,1285,1,439000,49756000,20,wed,2
3456,2019-02-06 20:40:00,100150,200464,687,1,489000,27202000,20,wed,2
3457,2019-02-06 21:00:00,100151,200496,1272,1,1330000,50000,20,wed,2
3458,2019-02-06 21:00:00,100151,200429,674,1,1420000,50000,20,wed,2
3459,2019-02-06 21:00:00,100151,200495,1271,1,1559000,50000,20,wed,2
3460,2019-02-06 21:00:00,100151,200428,673,1,1649000,9395000,20,wed,2
3461,2019-02-06 21:20:00,100151,200496,1272,1,1330000,3813000,20,wed,2
3462,2019-02-06 21:20:00,100151,200429,674,1,1420000,8090000,20,wed,2
3463,2019-02-06 21:20:00,100151,200495,1271,1,1559000,8882000,20,wed,2
3464,2019-02-06 21:20:00,100151,200428,673,1,1649000,55384000,20,wed,2
3465,2019-02-06 21:40:00,100151,200496,1272,1,1330000,3813000,20,wed,2
3466,2019-02-06 21:40:00,100151,200429,674,1,1420000,8090000,20,wed,2
3467,2019-02-06 21:40:00,100151,200495,1271,1,1559000,34877000,20,wed,2
3468,2019-02-06 21:40:00,100151,200428,673,1,1649000,68309000,20,wed,2
3469,2019-02-06 22:00:00,100575,201737,1328,1,1000000,5367000,20,wed,2
3470,2019-02-06 22:00:00,100575,201684,733,1,1080000,8670000,20,wed,2
3471,2019-02-06 22:00:00,100575,201741,1331,1,1700000,9154000,20,wed,2
3472,2019-02-06 22:00:00,100575,201687,735,1,1800000,50000,20,wed,2
3473,2019-02-06 22:00:00,100575,201745,1334,1,2700000,50000,20,wed,2
3474,2019-02-06 22:00:00,100575,201691,738,1,2880000,7757000,20,wed,2
3475,2019-02-06 22:20:00,100575,201737,1328,1,1000000,5367000,20,wed,2
3476,2019-02-06 22:20:00,100575,201684,733,1,1080000,2923000,20,wed,2
3477,2019-02-06 22:20:00,100575,201741,1331,1,1700000,50000,20,wed,2
3478,2019-02-06 22:20:00,100575,201687,735,1,1800000,4857000,20,wed,2
3479,2019-02-06 22:20:00,100575,201745,1334,1,2700000,50000,20,wed,2
3480,2019-02-06 22:20:00,100575,201691,738,1,2880000,50000,20,wed,2
3481,2019-02-06 22:40:00,100575,201737,1328,1,1000000,5394000,20,wed,2
3482,2019-02-06 22:40:00,100575,201684,733,1,1080000,17317000,20,wed,2
3483,2019-02-06 22:40:00,100575,201741,1331,1,1700000,4588000,20,wed,2
3484,2019-02-06 22:40:00,100575,201687,735,1,1800000,9691000,20,wed,2
3485,2019-02-06 22:40:00,100575,201745,1334,1,2700000,14525000,20,wed,2
3486,2019-02-06 22:40:00,100575,201691,738,1,2880000,23172000,20,wed,2
3487,2019-02-06 23:00:00,100205,200733,876,0,548000,8871000,20,wed,2
3488,2019-02-06 23:00:00,100205,200732,875,0,598000,12886000,20,wed,2
3489,2019-02-06 23:00:00,100205,200731,874,0,648000,7007000,20,wed,2
3490,2019-02-06 23:20:00,100205,200733,876,0,548000,35330000,20,wed,2
3491,2019-02-06 23:20:00,100205,200732,875,0,598000,17703000,20,wed,2
3492,2019-02-06 23:20:00,100205,200731,874,0,648000,17448000,20,wed,2
3493,2019-02-06 23:40:00,100205,200733,876,0,548000,27989000,20,wed,2
3494,2019-02-06 23:40:00,100205,200732,875,0,598000,28940000,20,wed,2
3495,2019-02-06 23:40:00,100205,200731,874,0,648000,22658000,20,wed,2
3496,2019-02-07 00:00:00,100585,201794,1421,7,49000,7009000,20,thur,2
3497,2019-02-07 00:00:00,100585,201801,1426,7,49000,4295000,20,thur,2
3498,2019-02-07 00:20:00,100585,201794,1421,7,49000,8726000,20,thur,2
3499,2019-02-07 00:20:00,100585,201801,1426,7,49000,7388000,20,thur,2
3500,2019-02-07 00:40:00,100585,201794,1421,7,49000,13033000,20,thur,2
3501,2019-02-07 00:40:00,100585,201801,1426,7,49000,10669000,20,thur,2
3502,2019-02-07 01:00:00,100696,202060,446,6,99900,7634000,20,thur,2
3503,2019-02-07 01:20:00,100696,202060,446,6,99900,13411000,20,thur,2
3504,2019-02-07 01:40:00,100696,202060,446,6,99900,16056000,16,thur,2
3505,2019-02-07 06:00:00,100798,202361,1576,5,59900,3238000,20,thur,2
3506,2019-02-07 06:00:00,100798,202362,1577,5,59900,50000,20,thur,2
3507,2019-02-07 06:20:00,100798,202361,1576,5,59900,7121000,20,thur,2
3508,2019-02-07 06:20:00,100798,202362,1577,5,59900,1034000,20,thur,2
3509,2019-02-07 06:40:00,100798,202361,1576,5,59900,9522000,20,thur,2
3510,2019-02-07 06:40:00,100798,202362,1577,5,59900,1038000,20,thur,2
3511,2019-02-07 07:00:00,100335,201047,484,7,39900,20275000,20,thur,2
3512,2019-02-07 07:20:00,100335,201047,484,7,39900,20476000,20,thur,2
3513,2019-02-07 07:40:00,100335,201047,484,7,39900,32744000,20,thur,2
3514,2019-02-07 08:00:00,100664,202004,1565,6,79900,9797000,20,thur,2
3515,2019-02-07 08:20:00,100664,202004,1565,6,79900,10720000,20,thur,2
3516,2019-02-07 08:40:00,100664,202004,1565,6,79900,18919000,20,thur,2
3517,2019-02-07 09:00:00,100074,200197,937,8,39800,15903000,20,thur,2
3518,2019-02-07 09:20:00,100074,200197,937,8,39800,29235000,20,thur,2
3519,2019-02-07 09:40:00,100074,200197,937,8,39800,41711000,20,thur,2
3520,2019-02-07 10:00:00,100448,202098,1392,10,158000,9715000,20,thur,2
3521,2019-02-07 10:00:00,100448,202092,798,10,168000,2464000,20,thur,2
3522,2019-02-07 10:00:00,100448,202099,1393,10,148000,4833000,20,thur,2
3523,2019-02-07 10:00:00,100448,202094,799,10,158000,4049000,20,thur,2
3524,2019-02-07 10:20:00,100448,202098,1392,10,158000,28461000,20,thur,2
3525,2019-02-07 10:20:00,100448,202092,798,10,168000,10338000,20,thur,2
3526,2019-02-07 10:20:00,100448,202099,1393,10,148000,4304000,20,thur,2
3527,2019-02-07 10:20:00,100448,202094,799,10,158000,2333000,20,thur,2
3528,2019-02-07 10:40:00,100448,202098,1392,10,158000,28970000,20,thur,2
3529,2019-02-07 10:40:00,100448,202092,798,10,168000,16980000,20,thur,2
3530,2019-02-07 10:40:00,100448,202099,1393,10,148000,13324000,20,thur,2
3531,2019-02-07 10:40:00,100448,202094,799,10,158000,5149000,20,thur,2
3532,2019-02-07 11:00:00,100271,200896,1754,7,299000,24199000,30,thur,2
3533,2019-02-07 11:30:00,100271,200896,1754,7,299000,47222000,30,thur,2
3534,2019-02-07 12:00:00,100066,200157,1039,10,89800,24468000,30,thur,2
3535,2019-02-07 12:30:00,100066,200157,1039,10,89800,77638000,30,thur,2
3536,2019-02-07 13:00:00,100231,200819,1583,10,89800,20809000,20,thur,2
3537,2019-02-07 13:20:00,100231,200819,1583,10,89800,46535000,20,thur,2
3538,2019-02-07 13:40:00,100231,200819,1583,10,89800,45493000,20,thur,2
3539,2019-02-07 14:00:00,100102,200285,1313,10,64800,13434000,20,thur,2
3540,2019-02-07 14:00:00,100102,200282,717,10,69800,2720000,20,thur,2
3541,2019-02-07 14:20:00,100102,200285,1313,10,64800,32220000,20,thur,2
3542,2019-02-07 14:20:00,100102,200282,717,10,69800,5805000,20,thur,2
3543,2019-02-07 14:40:00,100102,200285,1313,10,64800,41302000,20,thur,2
3544,2019-02-07 14:40:00,100102,200282,717,10,69800,5127000,20,thur,2
3545,2019-02-07 15:00:00,100321,201023,1604,2,77000,23616000,20,thur,2
3546,2019-02-07 15:20:00,100321,201023,1604,2,77000,43912000,20,thur,2
3547,2019-02-07 15:40:00,100321,201023,1604,2,77000,57027000,20,thur,2
3548,2019-02-07 16:00:00,100511,201575,1428,3,40900,21426000,20,thur,2
3549,2019-02-07 16:20:00,100511,201575,1428,3,40900,39187000,20,thur,2
3550,2019-02-07 16:40:00,100511,201575,1428,3,40900,50717000,20,thur,2
3551,2019-02-07 17:00:00,100708,202076,1466,3,96000,32827000,20,thur,2
3552,2019-02-07 17:20:00,100708,202076,1466,3,96000,51963000,20,thur,2
3553,2019-02-07 17:40:00,100708,202076,1466,3,96000,50051000,20,thur,2
3554,2019-02-07 18:00:00,100435,201350,1192,3,39900,41941000,20,thur,2
3555,2019-02-07 18:20:00,100435,201350,1192,3,39900,68175000,20,thur,2
3556,2019-02-07 18:40:00,100435,201350,1192,3,39900,69540000,20,thur,2
3557,2019-02-07 19:00:00,100604,201848,1494,6,59000,18445000,20,thur,2
3558,2019-02-07 19:00:00,100604,201851,1496,6,59000,10272000,20,thur,2
3559,2019-02-07 19:20:00,100604,201848,1494,6,59000,33526000,20,thur,2
3560,2019-02-07 19:20:00,100604,201851,1496,6,59000,13057000,20,thur,2
3561,2019-02-07 19:40:00,100604,201848,1494,6,59000,63920000,20,thur,2
3562,2019-02-07 19:40:00,100604,201851,1496,6,59000,1533000,20,thur,2
3563,2019-02-07 20:00:00,100501,201514,452,5,189000,21254000,20,thur,2
3564,2019-02-07 20:20:00,100501,201514,452,5,189000,48233000,20,thur,2
3565,2019-02-07 20:40:00,100501,201514,452,5,189000,78583000,20,thur,2
3566,2019-02-07 21:00:00,100575,201749,1337,1,1000000,5394000,20,thur,2
3567,2019-02-07 21:00:00,100575,201696,742,1,1080000,8697000,20,thur,2
3568,2019-02-07 21:20:00,100575,201749,1337,1,1000000,31980000,20,thur,2
3569,2019-02-07 21:20:00,100575,201696,742,1,1080000,20271000,20,thur,2
3570,2019-02-07 21:40:00,100575,201749,1337,1,1000000,37297000,20,thur,2
3571,2019-02-07 21:40:00,100575,201696,742,1,1080000,43340000,20,thur,2
3572,2019-02-07 22:00:00,100577,201758,1342,1,999000,2853000,20,thur,2
3573,2019-02-07 22:00:00,100577,201706,748,1,1089000,50000,20,thur,2
3574,2019-02-07 22:00:00,100577,201756,1341,1,1259000,50000,20,thur,2
3575,2019-02-07 22:00:00,100577,201704,747,1,1349000,15289000,20,thur,2
3576,2019-02-07 22:20:00,100577,201758,1342,1,999000,50000,20,thur,2
3577,2019-02-07 22:20:00,100577,201706,748,1,1089000,6167000,20,thur,2
3578,2019-02-07 22:20:00,100577,201756,1341,1,1259000,48731000,20,thur,2
3579,2019-02-07 22:20:00,100577,201704,747,1,1349000,26087000,20,thur,2
3580,2019-02-07 22:40:00,100577,201758,1342,1,999000,11292000,20,thur,2
3581,2019-02-07 22:40:00,100577,201706,748,1,1089000,6167000,20,thur,2
3582,2019-02-07 22:40:00,100577,201756,1341,1,1259000,45800000,20,thur,2
3583,2019-02-07 22:40:00,100577,201704,747,1,1349000,38034000,20,thur,2
3584,2019-02-07 23:00:00,100155,200552,1297,1,1409000,35164000,20,thur,2
3585,2019-02-07 23:00:00,100155,200485,700,1,1549000,8662000,20,thur,2
3586,2019-02-07 23:20:00,100155,200552,1297,1,1409000,46924000,20,thur,2
3587,2019-02-07 23:20:00,100155,200485,700,1,1549000,8662000,20,thur,2
3588,2019-02-07 23:40:00,100155,200552,1297,1,1409000,54699000,20,thur,2
3589,2019-02-07 23:40:00,100155,200485,700,1,1549000,34441000,20,thur,2
3590,2019-02-08 00:00:00,100742,202178,496,9,99000,31555000,20,fri,2
3591,2019-02-08 00:20:00,100742,202178,496,9,99000,29445000,20,fri,2
3592,2019-02-08 00:40:00,100742,202178,496,9,99000,32106000,20,fri,2
3593,2019-02-08 01:00:00,100610,201860,1642,6,89000,9711000,20,fri,2
3594,2019-02-08 01:00:00,100610,201861,1643,6,89000,1170000,20,fri,2
3595,2019-02-08 01:00:00,100610,201865,1646,6,89000,1170000,20,fri,2
3596,2019-02-08 01:20:00,100610,201860,1642,6,89000,9706000,20,fri,2
3597,2019-02-08 01:20:00,100610,201861,1643,6,89000,3031000,20,fri,2
3598,2019-02-08 01:20:00,100610,201865,1646,6,89000,3017000,20,fri,2
3599,2019-02-08 01:40:00,100610,201860,1642,6,89000,10062000,16,fri,2
3600,2019-02-08 01:40:00,100610,201861,1643,6,89000,2287000,16,fri,2
3601,2019-02-08 01:40:00,100610,201865,1646,6,89000,798000,16,fri,2
3602,2019-02-08 06:00:00,100446,201370,1629,8,69900,8671000,20,fri,2
3603,2019-02-08 06:20:00,100446,201370,1629,8,69900,13157000,20,fri,2
3604,2019-02-08 06:40:00,100446,201370,1629,8,69900,22585000,20,fri,2
3605,2019-02-08 07:00:00,100816,202404,911,7,69000,10853000,20,fri,2
3606,2019-02-08 07:20:00,100816,202404,911,7,69000,15509000,20,fri,2
3607,2019-02-08 07:40:00,100816,202404,911,7,69000,20227000,20,fri,2
3608,2019-02-08 08:00:00,100731,202133,1198,9,39800,9552000,20,fri,2
3609,2019-02-08 08:00:00,100731,202142,1207,9,39800,11274000,20,fri,2
3610,2019-02-08 08:20:00,100731,202133,1198,9,39800,14077000,20,fri,2
3611,2019-02-08 08:20:00,100731,202142,1207,9,39800,22453000,20,fri,2
3612,2019-02-08 08:40:00,100731,202133,1198,9,39800,28323000,20,fri,2
3613,2019-02-08 08:40:00,100731,202142,1207,9,39800,31544000,20,fri,2
3614,2019-02-08 09:00:00,100271,200896,1754,7,299000,25990000,30,fri,2
3615,2019-02-08 09:30:00,100271,200896,1754,7,299000,42392000,30,fri,2
3616,2019-02-08 10:00:00,100088,200236,1081,10,60900,24861000,20,fri,2
3617,2019-02-08 10:20:00,100088,200236,1081,10,60900,44756000,20,fri,2
3618,2019-02-08 10:40:00,100088,200236,1081,10,60900,59413000,20,fri,2
3619,2019-02-08 11:00:00,100582,201788,1467,3,39900,34134000,20,fri,2
3620,2019-02-08 11:20:00,100582,201788,1467,3,39900,55900000,20,fri,2
3621,2019-02-08 11:40:00,100582,201788,1467,3,39900,63609000,20,fri,2
3622,2019-02-08 12:00:00,100849,202512,636,3,61000,37360000,20,fri,2
3623,2019-02-08 12:20:00,100849,202512,636,3,61000,33826000,20,fri,2
3624,2019-02-08 12:40:00,100849,202512,636,3,61000,55347000,20,fri,2
3625,2019-02-08 13:00:00,100837,202465,805,10,218000,7128000,20,fri,2
3626,2019-02-08 13:00:00,100837,202478,1399,10,208000,5301000,20,fri,2
3627,2019-02-08 13:00:00,100837,202468,807,10,208000,1548000,20,fri,2
3628,2019-02-08 13:00:00,100837,202471,1262,10,198000,763000,20,fri,2
3629,2019-02-08 13:20:00,100837,202465,805,10,218000,22077000,20,fri,2
3630,2019-02-08 13:20:00,100837,202478,1399,10,208000,10548000,20,fri,2
3631,2019-02-08 13:20:00,100837,202468,807,10,208000,5304000,20,fri,2
3632,2019-02-08 13:20:00,100837,202471,1262,10,198000,5040000,20,fri,2
3633,2019-02-08 13:40:00,100837,202465,805,10,218000,22069000,20,fri,2
3634,2019-02-08 13:40:00,100837,202478,1399,10,208000,21056000,20,fri,2
3635,2019-02-08 13:40:00,100837,202468,807,10,208000,4555000,20,fri,2
3636,2019-02-08 13:40:00,100837,202471,1262,10,198000,11496000,20,fri,2
3637,2019-02-08 14:00:00,100226,200785,367,5,59800,15148000,20,fri,2
3638,2019-02-08 14:20:00,100226,200785,367,5,59800,27779000,20,fri,2
3639,2019-02-08 14:40:00,100226,200785,367,5,59800,35129000,20,fri,2
3640,2019-02-08 15:00:00,100839,202464,804,10,799000,3736000,20,fri,2
3641,2019-02-08 15:00:00,100839,202477,1398,10,769000,50000,20,fri,2
3642,2019-02-08 15:00:00,100839,202463,803,10,699000,50000,20,fri,2
3643,2019-02-08 15:00:00,100839,202476,1397,10,669000,50000,20,fri,2
3644,2019-02-08 15:20:00,100839,202464,804,10,799000,7444000,20,fri,2
3645,2019-02-08 15:20:00,100839,202477,1398,10,769000,1844000,20,fri,2
3646,2019-02-08 15:20:00,100839,202463,803,10,699000,1660000,20,fri,2
3647,2019-02-08 15:20:00,100839,202476,1397,10,669000,50000,20,fri,2
3648,2019-02-08 15:40:00,100839,202464,804,10,799000,18561000,20,fri,2
3649,2019-02-08 15:40:00,100839,202477,1398,10,769000,12551000,20,fri,2
3650,2019-02-08 15:40:00,100839,202463,803,10,699000,3291000,20,fri,2
3651,2019-02-08 15:40:00,100839,202476,1397,10,669000,3130000,20,fri,2
3652,2019-02-08 16:00:00,100832,202447,1471,3,59900,18849000,20,fri,2
3653,2019-02-08 16:20:00,100832,202447,1471,3,59900,31719000,20,fri,2
3654,2019-02-08 16:40:00,100832,202447,1471,3,59900,37060000,20,fri,2
3655,2019-02-08 17:00:00,100231,200819,1583,10,89800,21527000,20,fri,2
3656,2019-02-08 17:20:00,100231,200819,1583,10,89800,49001000,20,fri,2
3657,2019-02-08 17:40:00,100231,200819,1583,10,89800,45095000,20,fri,2
3658,2019-02-08 18:00:00,100322,201479,397,3,49900,31400000,20,fri,2
3659,2019-02-08 18:20:00,100322,201479,397,3,49900,50543000,20,fri,2
3660,2019-02-08 18:40:00,100322,201479,397,3,49900,61317000,20,fri,2
3661,2019-02-08 19:00:00,100074,200197,937,8,39800,29860000,20,fri,2
3662,2019-02-08 19:20:00,100074,200197,937,8,39800,38370000,20,fri,2
3663,2019-02-08 19:40:00,100074,200197,937,8,39800,68696000,20,fri,2
3664,2019-02-08 20:00:00,100575,201737,1328,1,1000000,5367000,20,fri,2
3665,2019-02-08 20:00:00,100575,201684,733,1,1080000,11544000,20,fri,2
3666,2019-02-08 20:00:00,100575,201741,1331,1,1700000,4588000,20,fri,2
3667,2019-02-08 20:00:00,100575,201687,735,1,1800000,4884000,20,fri,2
3668,2019-02-08 20:00:00,100575,201745,1334,1,2700000,50000,20,fri,2
3669,2019-02-08 20:00:00,100575,201691,738,1,2880000,7757000,20,fri,2
3670,2019-02-08 20:20:00,100575,201737,1328,1,1000000,10684000,20,fri,2
3671,2019-02-08 20:20:00,100575,201684,733,1,1080000,17291000,20,fri,2
3672,2019-02-08 20:20:00,100575,201741,1331,1,1700000,50000,20,fri,2
3673,2019-02-08 20:20:00,100575,201687,735,1,1800000,14471000,20,fri,2
3674,2019-02-08 20:20:00,100575,201745,1334,1,2700000,50000,20,fri,2
3675,2019-02-08 20:20:00,100575,201691,738,1,2880000,50000,20,fri,2
3676,2019-02-08 20:40:00,100575,201737,1328,1,1000000,31980000,20,fri,2
3677,2019-02-08 20:40:00,100575,201684,733,1,1080000,34666000,20,fri,2
3678,2019-02-08 20:40:00,100575,201741,1331,1,1700000,18231000,20,fri,2
3679,2019-02-08 20:40:00,100575,201687,735,1,1800000,33752000,20,fri,2
3680,2019-02-08 20:40:00,100575,201745,1334,1,2700000,7301000,20,fri,2
3681,2019-02-08 20:40:00,100575,201691,738,1,2880000,50000,20,fri,2
3682,2019-02-08 21:00:00,100205,200733,876,0,548000,13278000,20,fri,2
