,방송일시,노출(분),마더코드,상품코드,상품명,상품군,브랜드,판매단가,유동인구,취급액
9440,1.55442e+18,20,100127,200341,841,7,168,69900,8230230,7833000
9441,1.55442e+18,20,100127,200352,852,7,168,69900,8230230,9900000
9442,1.55442e+18,20,100127,200341,841,7,168,69900,8230230,14773000
9443,1.55442e+18,20,100127,200352,852,7,168,69900,8230230,15435000
9444,1.55442e+18,20,100127,200341,841,7,168,69900,8230230,22055000
9445,1.55442e+18,20,100127,200352,852,7,168,69900,8230230,25314000
9446,1.55442e+18,20,100148,200497,1273,1,15,1300000,8155470,6447000
9447,1.55442e+18,20,100148,200430,675,1,15,1430000,8155470,0
9448,1.55442e+18,20,100148,200506,1275,1,15,1700000,8155470,4240000
9449,1.55442e+18,20,100148,200439,677,1,15,1930000,8155470,0
9450,1.55442e+18,20,100148,200517,1278,1,15,2500000,8155470,0
9451,1.55442e+18,20,100148,200450,680,1,15,2790000,8155470,6967000
9452,1.55442e+18,20,100148,200523,1279,1,15,2800000,8155470,6967000
9453,1.55442e+18,20,100148,200456,681,1,15,3090000,8155470,0
9454,1.55442e+18,20,100148,200497,1273,1,15,1300000,8155470,12843000
9455,1.55442e+18,20,100148,200430,675,1,15,1430000,8155470,3571000
9456,1.55442e+18,20,100148,200506,1275,1,15,1700000,8155470,12645000
9457,1.55442e+18,20,100148,200439,677,1,15,1930000,8155470,4810000
9458,1.55442e+18,20,100148,200517,1278,1,15,2500000,8155470,6248000
9459,1.55442e+18,20,100148,200450,680,1,15,2790000,8155470,0
9460,1.55442e+18,20,100148,200523,1279,1,15,2800000,8155470,0
9461,1.55442e+18,20,100148,200456,681,1,15,3090000,8155470,7686000
9462,1.55442e+18,20,100148,200497,1273,1,15,1300000,8155470,6447000
9463,1.55442e+18,20,100148,200430,675,1,15,1430000,8155470,7141000
9464,1.55442e+18,20,100148,200506,1275,1,15,1700000,8155470,16810000
9465,1.55442e+18,20,100148,200439,677,1,15,1930000,8155470,9570000
9466,1.55442e+18,20,100148,200517,1278,1,15,2500000,8155470,0
9467,1.55442e+18,20,100148,200450,680,1,15,2790000,8155470,0
9468,1.55442e+18,20,100148,200523,1279,1,15,2800000,8155470,6967000
9469,1.55442e+18,20,100148,200456,681,1,15,3090000,8155470,0
9470,1.55442e+18,20,100182,200615,1361,5,200,450000,8112680,10691000
9471,1.55442e+18,20,100182,200613,766,5,200,490000,8112680,1724000
9472,1.55442e+18,20,100182,200614,1360,5,200,400000,8112680,0
9473,1.55442e+18,20,100182,200612,765,5,200,440000,8112680,1550000
9474,1.55442e+18,20,100182,200615,1361,5,200,450000,8112680,21451000
9475,1.55442e+18,20,100182,200613,766,5,200,490000,8112680,15119000
9476,1.55442e+18,20,100182,200614,1360,5,200,400000,8112680,2666000
9477,1.55442e+18,20,100182,200612,765,5,200,440000,8112680,1550000
9478,1.55442e+18,20,100182,200615,1361,5,200,450000,8112680,19671000
9479,1.55442e+18,20,100182,200613,766,5,200,490000,8112680,6494000
9480,1.55442e+18,20,100182,200614,1360,5,200,400000,8112680,1306000
9481,1.55442e+18,20,100182,200612,765,5,200,440000,8112680,1550000
9482,1.55443e+18,20,100599,201881,1657,6,387,89000,8093230,5995000
9483,1.55443e+18,20,100599,201907,1677,6,387,89000,8093230,1161000
9484,1.55443e+18,20,100599,201902,1676,6,387,89000,8093230,791000
9485,1.55443e+18,20,100599,201881,1657,6,387,89000,8093230,8184000
9486,1.55443e+18,20,100599,201907,1677,6,387,89000,8093230,3733000
9487,1.55443e+18,20,100599,201902,1676,6,387,89000,8093230,3397000
9488,1.55443e+18,14,100599,201881,1657,6,387,89000,8093230,7012000
9489,1.55443e+18,14,100599,201907,1677,6,387,89000,8093230,2989000
9490,1.55443e+18,14,100599,201902,1676,6,387,89000,8093230,2232000
9491,1.55444e+18,20,100783,202293,1097,7,269,29000,8061750,11596000
9492,1.55445e+18,20,100783,202293,1097,7,269,29000,8061750,17916000
9493,1.55445e+18,20,100783,202293,1097,7,269,29000,8061750,23871000
9494,1.55445e+18,20,100596,201828,1506,6,350,79000,8245340,5838000
9495,1.55445e+18,20,100596,201830,1508,6,350,69000,8245340,2649000
9496,1.55445e+18,20,100596,201828,1506,6,350,79000,8245340,11464000
9497,1.55445e+18,20,100596,201830,1508,6,350,69000,8245340,7299000
9498,1.55445e+18,20,100596,201828,1506,6,350,79000,8245340,16688000
9499,1.55445e+18,20,100596,201830,1508,6,350,69000,8245340,9727000
9500,1.55445e+18,20,100148,201035,220,5,15,59800,8441210,15499000
9501,1.55445e+18,20,100148,201035,220,5,15,59800,8441210,26595000
9502,1.55445e+18,20,100148,201035,220,5,15,59800,8441210,40550000
9503,1.55445e+18,30,100079,201985,459,10,69,84800,8541960,25759000
9504,1.55446e+18,30,100079,201985,459,10,69,84800,8541960,40917000
9505,1.55446e+18,20,100600,202102,551,6,111,99900,8575880,23479000
9506,1.55446e+18,20,100600,202102,551,6,111,99900,8575880,50266000
9507,1.55446e+18,20,100600,202102,551,6,111,99900,8575880,40591000
9508,1.55446e+18,20,100448,201378,134,10,362,168000,8585210,13328000
9509,1.55446e+18,20,100448,201376,132,10,362,178000,8585210,9011000
9510,1.55446e+18,20,100448,201379,135,10,362,148000,8585210,2180000
9511,1.55446e+18,20,100448,201377,133,10,362,158000,8585210,1180000
9512,1.55446e+18,20,100448,201378,134,10,362,168000,8585210,19365000
9513,1.55446e+18,20,100448,201376,132,10,362,178000,8585210,10301000
9514,1.55446e+18,20,100448,201379,135,10,362,148000,8585210,5862000
9515,1.55446e+18,20,100448,201377,133,10,362,158000,8585210,2327000
9516,1.55446e+18,20,100448,201378,134,10,362,168000,8585210,18743000
9517,1.55446e+18,20,100448,201376,132,10,362,178000,8585210,8355000
9518,1.55446e+18,20,100448,201379,135,10,362,148000,8585210,12196000
9519,1.55446e+18,20,100448,201377,133,10,362,158000,8585210,3441000
9520,1.55447e+18,20,100086,200236,1081,10,264,60900,8604650,12770000
9521,1.55447e+18,20,100086,200236,1081,10,264,60900,8604650,28470000
9522,1.55447e+18,20,100086,200236,1081,10,264,60900,8604650,35476000
9523,1.55447e+18,20,100148,200546,1292,1,15,2209000,8624490,4310000
9524,1.55447e+18,20,100148,200479,695,1,15,2299000,8624490,4484000
9525,1.55447e+18,20,100148,200423,219,1,15,1899000,8624490,0
9526,1.55447e+18,20,100148,200478,694,1,15,1989000,8624490,0
9527,1.55447e+18,20,100148,200546,1292,1,15,2209000,8624490,8569000
9528,1.55447e+18,20,100148,200479,695,1,15,2299000,8624490,22239000
9529,1.55447e+18,20,100148,200423,219,1,15,1899000,8624490,0
9530,1.55447e+18,20,100148,200478,694,1,15,1989000,8624490,7756000
9531,1.55447e+18,20,100148,200546,1292,1,15,2209000,8624490,4310000
9532,1.55447e+18,20,100148,200479,695,1,15,2299000,8624490,4484000
9533,1.55447e+18,20,100148,200423,219,1,15,1899000,8624490,0
9534,1.55447e+18,20,100148,200478,694,1,15,1989000,8624490,0
9535,1.55447e+18,20,100079,202058,444,6,69,99000,8633830,29185000
9536,1.55447e+18,20,100079,202058,444,6,69,99000,8633830,41761000
9537,1.55448e+18,2,100079,202058,444,6,69,99000,8633830,8974000
9538,1.55448e+18,20,100765,202231,722,10,126,289000,8645260,0
9539,1.55448e+18,20,100765,202235,1257,10,126,279000,8645260,4743000
9540,1.55448e+18,20,100765,202227,662,10,126,219000,8645260,5124000
9541,1.55448e+18,20,100765,202233,1256,10,126,209000,8645260,2108000
9542,1.55448e+18,20,100765,202231,722,10,126,289000,8645260,5776000
9543,1.55448e+18,20,100765,202235,1257,10,126,279000,8645260,2829000
9544,1.55448e+18,20,100765,202227,662,10,126,219000,8645260,8037000
9545,1.55448e+18,20,100765,202233,1256,10,126,209000,8645260,9093000
9546,1.55448e+18,20,100765,202231,722,10,126,289000,8645260,17396000
9547,1.55448e+18,20,100765,202235,1257,10,126,279000,8645260,9306000
9548,1.55448e+18,20,100765,202227,662,10,126,219000,8645260,11708000
9549,1.55448e+18,20,100765,202233,1256,10,126,209000,8645260,15176000
9550,1.55448e+18,20,100704,202069,430,3,58,39900,8639510,22140000
9551,1.55448e+18,20,100704,202069,430,3,58,39900,8639510,38041000
9552,1.55448e+18,20,100704,202069,430,3,58,39900,8639510,40772000
9553,1.55448e+18,20,100642,201961,339,3,178,49900,8642150,22050000
9554,1.55448e+18,20,100642,201961,339,3,178,49900,8642150,41347000
9555,1.55449e+18,20,100642,201961,339,3,178,49900,8642150,47631000
9556,1.55449e+18,20,100253,200864,1047,3,182,30900,8572670,35231000
9557,1.55449e+18,20,100253,200864,1047,3,182,30900,8572670,38427000
9558,1.55449e+18,20,100253,200864,1047,3,182,30900,8572670,46201000
9559,1.55449e+18,20,100808,202382,186,7,9,59900,8447660,25750000
9560,1.55449e+18,20,100808,202382,186,7,9,59900,8447660,32931000
9561,1.55449e+18,20,100808,202382,186,7,9,59900,8447660,44383000
9562,1.55449e+18,30,100502,201557,652,0,404,3390000,8373440,13852000
9563,1.55449e+18,30,100502,201562,1250,0,404,3051000,8373440,6261000
9564,1.55449e+18,30,100502,201560,658,0,404,3690000,8373440,0
9565,1.55449e+18,30,100502,201565,1253,0,404,3321000,8373440,0
9566,1.55449e+18,30,100502,201558,656,0,404,3690000,8373440,0
9567,1.55449e+18,30,100502,201563,1251,0,404,3321000,8373440,0
9568,1.55449e+18,30,100502,201559,657,0,404,3990000,8373440,0
9569,1.55449e+18,30,100502,201564,1252,0,404,3591000,8373440,0
9570,1.5545e+18,30,100502,201557,652,0,404,3390000,8373440,34562000
9571,1.5545e+18,30,100502,201562,1250,0,404,3051000,8373440,31111000
9572,1.5545e+18,30,100502,201560,658,0,404,3690000,8373440,7562000
9573,1.5545e+18,30,100502,201565,1253,0,404,3321000,8373440,0
9574,1.5545e+18,30,100502,201558,656,0,404,3690000,8373440,7564000
9575,1.5545e+18,30,100502,201563,1251,0,404,3321000,8373440,6813000
9576,1.5545e+18,30,100502,201559,657,0,404,3990000,8373440,0
9577,1.5545e+18,30,100502,201564,1252,0,404,3591000,8373440,0
9578,1.5545e+18,20,100203,200733,876,0,175,548000,8312230,6154000
9579,1.5545e+18,20,100203,200732,875,0,175,598000,8312230,11711000
9580,1.5545e+18,20,100203,200731,874,0,175,648000,8312230,7273000
9581,1.5545e+18,20,100203,200733,876,0,175,548000,8312230,6157000
9582,1.5545e+18,20,100203,200732,875,0,175,598000,8312230,15051000
9583,1.5545e+18,20,100203,200731,874,0,175,648000,8312230,10883000
9584,1.5545e+18,20,100203,200733,876,0,175,548000,8312230,36705000
9585,1.5545e+18,20,100203,200732,875,0,175,598000,8312230,25064000
9586,1.5545e+18,20,100203,200731,874,0,175,648000,8312230,25331000
9587,1.5545e+18,20,100148,200552,1297,1,15,1409000,8227560,11495000
9588,1.5545e+18,20,100148,200485,700,1,15,1549000,8227560,8424000
9589,1.5545e+18,20,100148,200552,1297,1,15,1409000,8227560,34332000
9590,1.5545e+18,20,100148,200485,700,1,15,1549000,8227560,29386000
9591,1.5545e+18,20,100148,200552,1297,1,15,1409000,8227560,49556000
9592,1.5545e+18,20,100148,200485,700,1,15,1549000,8227560,21039000
9593,1.55451e+18,20,100463,201432,513,7,96,44000,8136940,24195000
9594,1.55451e+18,20,100463,201432,513,7,96,44000,8136940,34303000
9595,1.55451e+18,20,100463,201432,513,7,96,44000,8136940,39136000
9596,1.55451e+18,20,100324,201101,1164,4,286,0,8080670,0
9597,1.55451e+18,20,100324,201101,1164,4,286,0,8080670,0
9598,1.55451e+18,20,100324,201101,1164,4,286,0,8080670,0
9599,1.55451e+18,20,100302,200986,1148,6,281,79000,8054440,3620000
9600,1.55451e+18,20,100302,200986,1148,6,281,79000,8054440,11951000
9601,1.55451e+18,14,100302,200986,1148,6,281,79000,8054440,9429000
9602,1.55453e+18,20,100596,201828,1506,6,350,79000,7905000,5049000
9603,1.55453e+18,20,100596,201830,1508,6,350,69000,7905000,3645000
9604,1.55453e+18,20,100596,201828,1506,6,350,79000,7905000,12033000
9605,1.55453e+18,20,100596,201830,1508,6,350,69000,7905000,6630000
9606,1.55453e+18,20,100596,201828,1506,6,350,79000,7905000,22130000
9607,1.55453e+18,20,100596,201830,1508,6,350,69000,7905000,10440000
9608,1.55453e+18,20,100474,201453,1628,10,381,49800,7870980,27033000
9609,1.55454e+18,20,100474,201453,1628,10,381,49800,7870980,42296000
9610,1.55454e+18,20,100474,201453,1628,10,381,49800,7870980,73425000
9611,1.55454e+18,20,100635,201945,829,5,160,89000,7898950,22219000
9612,1.55454e+18,20,100635,201945,829,5,160,89000,7898950,47387000
9613,1.55454e+18,20,100635,201945,829,5,160,89000,7898950,54395000
9614,1.55454e+18,20,100248,200845,207,7,14,89000,7939060,17871000
9615,1.55454e+18,20,100248,200856,213,7,14,89000,7939060,11362000
9616,1.55454e+18,20,100248,200845,207,7,14,89000,7939060,33577000
9617,1.55454e+18,20,100248,200856,213,7,14,89000,7939060,22298000
9618,1.55454e+18,20,100248,200845,207,7,14,89000,7939060,53565000
9619,1.55454e+18,20,100248,200856,213,7,14,89000,7939060,28811000
9620,1.55454e+18,20,100600,202103,554,6,111,59900,7970170,18724000
9621,1.55455e+18,20,100600,202103,554,6,111,59900,7970170,30419000
9622,1.55455e+18,20,100600,202103,554,6,111,59900,7970170,29597000
9623,1.55455e+18,20,100572,201736,1327,1,192,1469000,8016310,6066000
9624,1.55455e+18,20,100572,201683,732,1,192,1619000,8016310,6731000
9625,1.55455e+18,20,100572,201736,1327,1,192,1469000,8016310,24157000
9626,1.55455e+18,20,100572,201683,732,1,192,1619000,8016310,23412000
9627,1.55455e+18,20,100572,201736,1327,1,192,1469000,8016310,15133000
9628,1.55455e+18,20,100572,201683,732,1,192,1619000,8016310,26690000
9629,1.55455e+18,20,100074,200200,939,8,186,39800,8066240,25809000
9630,1.55455e+18,20,100074,200200,939,8,186,39800,8066240,46085000
9631,1.55455e+18,20,100074,200200,939,8,186,39800,8066240,63703000
9632,1.55456e+18,30,100302,200989,1151,6,281,89000,8096690,26509000
9633,1.55456e+18,30,100302,200989,1151,6,281,89000,8096690,66276000
9634,1.55456e+18,20,100148,200546,1292,1,15,2209000,8118160,0
9635,1.55456e+18,20,100148,200479,695,1,15,2299000,8118160,8918000
9636,1.55456e+18,20,100148,200423,219,1,15,1899000,8118160,0
9637,1.55456e+18,20,100148,200478,694,1,15,1989000,8118160,3903000
9638,1.55456e+18,20,100148,200546,1292,1,15,2209000,8118160,8569000
9639,1.55456e+18,20,100148,200479,695,1,15,2299000,8118160,8937000
9640,1.55456e+18,20,100148,200423,219,1,15,1899000,8118160,3709000
9641,1.55456e+18,20,100148,200478,694,1,15,1989000,8118160,0
9642,1.55456e+18,20,100148,200546,1292,1,15,2209000,8118160,21310000
9643,1.55456e+18,20,100148,200479,695,1,15,2299000,8118160,26615000
9644,1.55456e+18,20,100148,200423,219,1,15,1899000,8118160,3709000
9645,1.55456e+18,20,100148,200478,694,1,15,1989000,8118160,11492000
9646,1.55456e+18,20,100448,201378,134,10,362,168000,8129350,9081000
9647,1.55456e+18,20,100448,201376,132,10,362,178000,8129350,7127000
9648,1.55456e+18,20,100448,201379,135,10,362,148000,8129350,4294000
9649,1.55456e+18,20,100448,201377,133,10,362,158000,8129350,4073000
9650,1.55456e+18,20,100448,201378,134,10,362,168000,8129350,29543000
9651,1.55456e+18,20,100448,201376,132,10,362,178000,8129350,12873000
9652,1.55456e+18,20,100448,201379,135,10,362,148000,8129350,10614000
9653,1.55456e+18,20,100448,201377,133,10,362,158000,8129350,6317000
9654,1.55457e+18,20,100448,201378,134,10,362,168000,8129350,33269000
9655,1.55457e+18,20,100448,201376,132,10,362,178000,8129350,11566000
9656,1.55457e+18,20,100448,201379,135,10,362,148000,8129350,18025000
9657,1.55457e+18,20,100448,201377,133,10,362,158000,8129350,7464000
9658,1.55457e+18,20,100572,201769,1352,1,192,509000,8140190,23402000
9659,1.55457e+18,20,100572,201717,758,1,192,569000,8140190,6647000
9660,1.55457e+18,20,100572,201769,1352,1,192,509000,8140190,30370000
9661,1.55457e+18,20,100572,201717,758,1,192,569000,8140190,14456000
9662,1.55457e+18,20,100572,201769,1352,1,192,509000,8140190,36243000
9663,1.55457e+18,20,100572,201717,758,1,192,569000,8140190,20983000
9664,1.55457e+18,20,100086,200236,1081,10,264,60900,8133880,20660000
9665,1.55457e+18,20,100086,200236,1081,10,264,60900,8133880,45361000
9666,1.55457e+18,20,100086,200236,1081,10,264,60900,8133880,64231000
9667,1.55457e+18,20,100324,201101,1164,4,286,0,8122250,0
9668,1.55458e+18,20,100324,201101,1164,4,286,0,8122250,0
9669,1.55458e+18,20,100324,201101,1164,4,286,0,8107360,0
9670,1.55458e+18,20,100599,201886,1661,6,387,89000,8107360,18078000
9671,1.55458e+18,20,100599,201907,1677,6,387,89000,8107360,3734000
9672,1.55458e+18,20,100599,201862,1644,6,387,89000,8107360,425000
9673,1.55458e+18,20,100599,201886,1661,6,387,89000,8107360,27969000
9674,1.55458e+18,20,100599,201907,1677,6,387,89000,8107360,7448000
9675,1.55458e+18,20,100599,201862,1644,6,387,89000,8107360,4042000
9676,1.55458e+18,20,100599,201886,1661,6,387,89000,8100080,46538000
9677,1.55458e+18,20,100599,201907,1677,6,387,89000,8100080,8192000
9678,1.55458e+18,20,100599,201862,1644,6,387,89000,8100080,2643000
9679,1.55458e+18,20,100543,201624,450,4,66,0,8100080,0
9680,1.55458e+18,20,100543,201624,450,4,66,0,8100080,0
9681,1.55458e+18,20,100543,201624,450,4,66,0,8074070,0
9682,1.55459e+18,20,100148,200497,1273,1,15,1300000,8074070,3248000
9683,1.55459e+18,20,100148,200430,675,1,15,1430000,8074070,3595000
9684,1.55459e+18,20,100148,200506,1275,1,15,1700000,8074070,4240000
9685,1.55459e+18,20,100148,200439,677,1,15,1930000,8074070,19091000
9686,1.55459e+18,20,100148,200517,1278,1,15,2500000,8074070,0
9687,1.55459e+18,20,100148,200450,680,1,15,2790000,8074070,0
9688,1.55459e+18,20,100148,200523,1279,1,15,2800000,8074070,6967000
9689,1.55459e+18,20,100148,200456,681,1,15,3090000,8074070,7711000
9690,1.55459e+18,20,100148,200497,1273,1,15,1300000,8074070,25661000
9691,1.55459e+18,20,100148,200430,675,1,15,1430000,8074070,14157000
9692,1.55459e+18,20,100148,200506,1275,1,15,1700000,8074070,37785000
9693,1.55459e+18,20,100148,200439,677,1,15,1930000,8074070,23876000
9694,1.55459e+18,20,100148,200517,1278,1,15,2500000,8074070,6223000
9695,1.55459e+18,20,100148,200450,680,1,15,2790000,8074070,0
9696,1.55459e+18,20,100148,200523,1279,1,15,2800000,8074070,0
9697,1.55459e+18,20,100148,200456,681,1,15,3090000,8074070,7686000
9698,1.55459e+18,20,100148,200497,1273,1,15,1300000,8030370,22438000
9699,1.55459e+18,20,100148,200430,675,1,15,1430000,8030370,14182000
9700,1.55459e+18,20,100148,200506,1275,1,15,1700000,8030370,46164000
9701,1.55459e+18,20,100148,200439,677,1,15,1930000,8030370,4835000
9702,1.55459e+18,20,100148,200517,1278,1,15,2500000,8030370,6223000
9703,1.55459e+18,20,100148,200450,680,1,15,2790000,8030370,6942000
9704,1.55459e+18,20,100148,200523,1279,1,15,2800000,8030370,0
9705,1.55459e+18,20,100148,200456,681,1,15,3090000,8030370,15347000
9706,1.55459e+18,20,100500,201510,80,0,196,499000,8030370,7405000
9707,1.55459e+18,20,100500,201504,28,0,196,549000,8030370,5446000
9708,1.55459e+18,20,100500,201509,79,0,196,549000,8030370,0
9709,1.55459e+18,20,100500,201503,27,0,196,599000,8030370,1522000
9710,1.55459e+18,20,100500,201508,78,0,196,599000,8030370,1522000
9711,1.55459e+18,20,100500,201502,26,0,196,649000,8030370,3240000
9712,1.55459e+18,20,100500,201510,80,0,196,499000,8030370,4956000
9713,1.55459e+18,20,100500,201504,28,0,196,549000,8030370,6797000
9714,1.55459e+18,20,100500,201509,79,0,196,549000,8030370,2748000
9715,1.55459e+18,20,100500,201503,27,0,196,599000,8030370,4468000
9716,1.55459e+18,20,100500,201508,78,0,196,599000,8030370,8884000
9717,1.55459e+18,20,100500,201502,26,0,196,649000,8030370,4835000
9718,1.55459e+18,20,100500,201510,80,0,196,499000,7977850,25807000
9719,1.55459e+18,20,100500,201504,28,0,196,549000,7977850,13546000
9720,1.55459e+18,20,100500,201509,79,0,196,549000,7977850,14895000
9721,1.55459e+18,20,100500,201503,27,0,196,599000,7977850,2996000
9722,1.55459e+18,20,100500,201508,78,0,196,599000,7977850,4468000
9723,1.55459e+18,20,100500,201502,26,0,196,649000,7977850,1647000
9724,1.55459e+18,20,100664,202001,1563,6,364,89900,7977850,12632000
9725,1.55459e+18,20,100664,202001,1563,6,364,89900,7977850,33021000
9726,1.5546e+18,20,100664,202001,1563,6,364,89900,7945640,27121000
9727,1.5546e+18,20,100324,201101,1164,4,286,0,7945640,0
9728,1.5546e+18,20,100324,201101,1164,4,286,0,7945640,0
9729,1.5546e+18,20,100324,201101,1164,4,286,0,7927520,0
9730,1.5546e+18,20,100177,202449,1445,3,344,59900,7927520,17517000
9731,1.5546e+18,14,100177,202449,1445,3,344,59900,7927520,17818000
9732,1.55462e+18,20,100263,200877,825,2,156,50900,7815310,4425000
9733,1.55462e+18,20,100263,200877,825,2,156,50900,7815310,10224000
9734,1.55462e+18,20,100263,200877,825,2,156,50900,7815310,15676000
9735,1.55462e+18,20,100463,201427,508,7,96,59000,7799240,6164000
9736,1.55462e+18,20,100463,201431,512,7,96,54000,7799240,560000
9737,1.55462e+18,20,100463,201427,508,7,96,59000,7799240,18164000
9738,1.55462e+18,20,100463,201431,512,7,96,54000,7799240,3969000
9739,1.55462e+18,20,100463,201427,508,7,96,59000,7799240,24958000
9740,1.55462e+18,20,100463,201431,512,7,96,54000,7799240,6249000
9741,1.55462e+18,20,100808,202378,183,7,9,69900,7827680,41455000
9742,1.55463e+18,20,100808,202378,183,7,9,69900,7827680,71993000
9743,1.55463e+18,20,100808,202378,183,7,9,69900,7827680,80515000
9744,1.55463e+18,20,100572,201738,1329,1,192,1000000,7854120,6053000
9745,1.55463e+18,20,100572,201685,734,1,192,1080000,7854120,3294000
9746,1.55463e+18,20,100572,201742,1332,1,192,1700000,7854120,0
9747,1.55463e+18,20,100572,201688,736,1,192,1800000,7854120,5477000
9748,1.55463e+18,20,100572,201746,1335,1,192,2700000,7854120,0
9749,1.55463e+18,20,100572,201692,739,1,192,2880000,7854120,8751000
9750,1.55463e+18,20,100572,201738,1329,1,192,1000000,7854120,18088000
9751,1.55463e+18,20,100572,201685,734,1,192,1080000,7854120,13086000
9752,1.55463e+18,20,100572,201742,1332,1,192,1700000,7854120,0
9753,1.55463e+18,20,100572,201688,736,1,192,1800000,7854120,5477000
9754,1.55463e+18,20,100572,201746,1335,1,192,2700000,7854120,8205000
9755,1.55463e+18,20,100572,201692,739,1,192,2880000,7854120,17452000
9756,1.55463e+18,20,100572,201738,1329,1,192,1000000,7854120,18058000
9757,1.55463e+18,20,100572,201685,734,1,192,1080000,7854120,13025000
9758,1.55463e+18,20,100572,201742,1332,1,192,1700000,7854120,20574000
9759,1.55463e+18,20,100572,201688,736,1,192,1800000,7854120,43615000
9760,1.55463e+18,20,100572,201746,1335,1,192,2700000,7854120,16360000
9761,1.55463e+18,20,100572,201692,739,1,192,2880000,7854120,0
9762,1.55463e+18,20,100148,200532,1285,1,15,439000,7887500,18103000
9763,1.55463e+18,20,100148,200464,687,1,15,489000,7887500,14077000
9764,1.55463e+18,20,100148,200532,1285,1,15,439000,7887500,25001000
9765,1.55463e+18,20,100148,200464,687,1,15,489000,7887500,3145000
9766,1.55463e+18,20,100148,200532,1285,1,15,439000,7887500,48857000
9767,1.55463e+18,20,100148,200464,687,1,15,489000,7887500,35842000
9768,1.55463e+18,20,100600,202102,551,6,111,99900,7911840,35981000
9769,1.55464e+18,20,100600,202102,551,6,111,99900,7911840,47754000
9770,1.55464e+18,20,100600,202102,551,6,111,99900,7911840,60410000
9771,1.55464e+18,20,100572,201736,1327,1,192,1469000,7953830,9075000
9772,1.55464e+18,20,100572,201683,732,1,192,1619000,7953830,3370000
9773,1.55464e+18,20,100572,201736,1327,1,192,1469000,7953830,3058000
9774,1.55464e+18,20,100572,201683,732,1,192,1619000,7953830,23371000
9775,1.55464e+18,20,100572,201736,1327,1,192,1469000,7953830,18141000
9776,1.55464e+18,20,100572,201683,732,1,192,1619000,7953830,30134000
9777,1.55464e+18,20,100837,202465,805,10,363,218000,7994640,7341000
9778,1.55464e+18,20,100837,202478,1399,10,363,208000,7994640,7793000
9779,1.55464e+18,20,100837,202468,807,10,363,208000,7994640,3918000
9780,1.55464e+18,20,100837,202471,1262,10,363,198000,7994640,1525000
9781,1.55464e+18,20,100837,202465,805,10,363,218000,7994640,31692000
9782,1.55464e+18,20,100837,202478,1399,10,363,208000,7994640,26361000
9783,1.55464e+18,20,100837,202468,807,10,363,208000,7994640,4690000
9784,1.55464e+18,20,100837,202471,1262,10,363,198000,7994640,4466000
9785,1.55464e+18,20,100837,202465,805,10,363,218000,7994640,34914000
9786,1.55464e+18,20,100837,202478,1399,10,363,208000,7994640,31763000
9787,1.55464e+18,20,100837,202468,807,10,363,208000,7994640,5467000
9788,1.55464e+18,20,100837,202471,1262,10,363,198000,7994640,6680000
9789,1.55465e+18,30,100079,201985,459,10,69,84800,8034310,32195000
9790,1.55465e+18,30,100079,201985,459,10,69,84800,8034310,49677000
9791,1.55465e+18,30,100572,201761,1344,1,192,2309000,8071490,0
9792,1.55465e+18,30,100572,201709,750,1,192,2399000,8071490,15157000
9793,1.55465e+18,30,100572,201760,1343,1,192,1909000,8071490,0
9794,1.55465e+18,30,100572,201708,749,1,192,1999000,8071490,12614000
9795,1.55465e+18,30,100572,201761,1344,1,192,2309000,8071490,4883000
9796,1.55465e+18,30,100572,201709,750,1,192,2399000,8071490,40182000
9797,1.55465e+18,30,100572,201760,1343,1,192,1909000,8071490,16038000
9798,1.55465e+18,30,100572,201708,749,1,192,1999000,8071490,20955000
9799,1.55465e+18,20,100127,200341,841,7,168,69900,8103850,14360000
9800,1.55465e+18,20,100127,200352,852,7,168,69900,8103850,13615000
9801,1.55465e+18,20,100127,200341,841,7,168,69900,8103850,31203000
9802,1.55465e+18,20,100127,200352,852,7,168,69900,8103850,26029000
9803,1.55466e+18,20,100127,200341,841,7,168,69900,8103850,42910000
9804,1.55466e+18,20,100127,200352,852,7,168,69900,8103850,32115000
9805,1.55466e+18,20,100769,202250,781,10,263,179000,8128490,22365000
9806,1.55466e+18,20,100769,202255,1376,10,263,171000,8128490,10940000
9807,1.55466e+18,20,100769,202250,781,10,263,179000,8128490,34257000
9808,1.55466e+18,20,100769,202255,1376,10,263,171000,8128490,27007000
9809,1.55466e+18,20,100769,202250,781,10,263,179000,8128490,54625000
9810,1.55466e+18,20,100769,202255,1376,10,263,171000,8128490,41311000
9811,1.55466e+18,20,100041,202510,635,3,70,59900,8154150,58603000
9812,1.55466e+18,20,100324,201101,1164,4,286,0,8154150,0
9813,1.55466e+18,20,100324,201101,1164,4,286,0,8154150,0
9814,1.55466e+18,20,100324,201101,1164,4,286,0,8173750,0
9815,1.55466e+18,20,100808,202393,192,7,9,69900,8173750,23757000
9816,1.55467e+18,20,100808,202393,192,7,9,69900,8173750,55850000
9817,1.55467e+18,20,100808,202393,192,7,9,69900,8184470,43497000
9818,1.55467e+18,30,100148,200548,1294,1,15,1800000,8184470,9179000
9819,1.55467e+18,30,100148,200481,697,1,15,1890000,8184470,19173000
9820,1.55467e+18,30,100148,200547,1293,1,15,1385000,8184470,0
9821,1.55467e+18,30,100148,200480,696,1,15,1440000,8184470,10985000
9822,1.55467e+18,30,100148,200548,1294,1,15,1800000,8184470,9179000
