,방송일시,마더코드,상품코드,상품명,상품군,브랜드,노출(분),month,판매단가,취급액
11242,1.56E+18,100604,201846,1492,6,364,20,4,59000,15168000
11243,1.56E+18,100604,201853,1498,6,364,20,4,59000,3635000
11244,1.56E+18,100604,201849,1495,6,364,20,4,59000,3873000
11245,1.56E+18,100604,201846,1492,6,364,20,4,59000,21205000
11246,1.56E+18,100604,201853,1498,6,364,20,4,59000,6530000
11247,1.56E+18,100604,201849,1495,6,364,20,4,59000,6538000
11248,1.56E+18,100604,201846,1492,6,364,20,4,59000,42214000
11249,1.56E+18,100604,201853,1498,6,364,20,4,59000,8953000
11250,1.56E+18,100604,201849,1495,6,364,20,4,59000,13194000
11251,1.56E+18,100150,200532,1285,1,15,20,4,439000,16684000
11252,1.56E+18,100150,200464,687,1,15,20,4,489000,10917000
11253,1.56E+18,100150,200532,1285,1,15,20,4,439000,33415000
11254,1.56E+18,100150,200464,687,1,15,20,4,489000,18720000
11255,1.56E+18,100150,200532,1285,1,15,20,4,439000,34802000
11256,1.56E+18,100150,200464,687,1,15,20,4,489000,26426000
11257,1.56E+18,100148,200497,1273,1,15,20,4,1300000,0
11258,1.56E+18,100148,200430,675,1,15,20,4,1430000,7091000
11259,1.56E+18,100148,200506,1275,1,15,20,4,1700000,4240000
11260,1.56E+18,100148,200439,677,1,15,20,4,1930000,19116000
11261,1.56E+18,100148,200517,1278,1,15,20,4,2500000,0
11262,1.56E+18,100148,200450,680,1,15,20,4,2790000,0
11263,1.56E+18,100148,200523,1279,1,15,20,4,2800000,6967000
11264,1.56E+18,100148,200456,681,1,15,20,4,3090000,7711000
11265,1.56E+18,100148,200497,1273,1,15,20,4,1300000,12843000
11266,1.56E+18,100148,200430,675,1,15,20,4,1430000,0
11267,1.56E+18,100148,200506,1275,1,15,20,4,1700000,8430000
11268,1.56E+18,100148,200439,677,1,15,20,4,1930000,28636000
11269,1.56E+18,100148,200517,1278,1,15,20,4,2500000,0
11270,1.56E+18,100148,200450,680,1,15,20,4,2790000,0
11271,1.56E+18,100148,200523,1279,1,15,20,4,2800000,0
11272,1.56E+18,100148,200456,681,1,15,20,4,3090000,0
11273,1.56E+18,100148,200497,1273,1,15,20,4,1300000,16066000
11274,1.56E+18,100148,200430,675,1,15,20,4,1430000,3571000
11275,1.56E+18,100148,200506,1275,1,15,20,4,1700000,25190000
11276,1.56E+18,100148,200439,677,1,15,20,4,1930000,19091000
11277,1.56E+18,100148,200517,1278,1,15,20,4,2500000,6223000
11278,1.56E+18,100148,200450,680,1,15,20,4,2790000,0
11279,1.56E+18,100148,200523,1279,1,15,20,4,2800000,20802000
11280,1.56E+18,100148,200456,681,1,15,20,4,3090000,0
11281,1.56E+18,100493,201494,1713,4,420,30,4,0,0
11282,1.56E+18,100493,201494,1713,4,420,30,4,0,0
11283,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11284,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11285,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11286,1.56E+18,100613,201871,1652,6,410,20,4,59000,7240000
11287,1.56E+18,100613,201875,1653,6,410,20,4,59000,4432000
11288,1.56E+18,100613,201871,1652,6,410,20,4,59000,6963000
11289,1.56E+18,100613,201875,1653,6,410,20,4,59000,7017000
11290,1.56E+18,100613,201871,1652,6,410,15,4,59000,7705000
11291,1.56E+18,100613,201875,1653,6,410,15,4,59000,7916000
11292,1.56E+18,100598,201913,1732,6,432,20,4,79000,11905000
11293,1.56E+18,100598,201913,1732,6,432,20,4,79000,24728000
11294,1.56E+18,100598,201913,1732,6,432,20,4,79000,41329000
11295,1.56E+18,100478,201453,1628,10,403,20,4,49800,27432000
11296,1.56E+18,100478,201453,1628,10,403,20,4,49800,38310000
11297,1.56E+18,100478,201453,1628,10,403,20,4,49800,56944000
11298,1.56E+18,100448,201387,1267,10,382,20,4,168000,10301000
11299,1.56E+18,100448,201380,670,10,382,20,4,178000,9650000
11300,1.56E+18,100448,201388,1390,10,382,20,4,148000,4277000
11301,1.56E+18,100448,201381,797,10,382,20,4,158000,1180000
11302,1.56E+18,100448,201387,1267,10,382,20,4,168000,11539000
11303,1.56E+18,100448,201380,670,10,382,20,4,178000,9683000
11304,1.56E+18,100448,201388,1390,10,382,20,4,148000,10123000
11305,1.56E+18,100448,201381,797,10,382,20,4,158000,4007000
11306,1.56E+18,100448,201387,1267,10,382,20,4,168000,24846000
11307,1.56E+18,100448,201380,670,10,382,20,4,178000,15433000
11308,1.56E+18,100448,201388,1390,10,382,20,4,148000,12254000
11309,1.56E+18,100448,201381,797,10,382,20,4,158000,6301000
11310,1.56E+18,100374,201198,145,7,32,20,4,79000,8692000
11311,1.56E+18,100374,201199,146,7,32,20,4,79000,9920000
11312,1.56E+18,100374,201198,145,7,32,20,4,79000,21200000
11313,1.56E+18,100374,201199,146,7,32,20,4,79000,17381000
11314,1.56E+18,100374,201198,145,7,32,20,4,79000,39159000
11315,1.56E+18,100374,201199,146,7,32,20,4,79000,24341000
11316,1.56E+18,100452,201394,227,7,17,20,4,39000,29595000
11317,1.56E+18,100452,201394,227,7,17,20,4,39000,55372000
11318,1.56E+18,100452,201394,227,7,17,20,4,39000,71333000
11319,1.56E+18,100185,201962,153,9,285,20,4,49900,26161000
11320,1.56E+18,100185,201962,153,9,285,20,4,49900,38512000
11321,1.56E+18,100185,201962,153,9,285,20,4,49900,54173000
11322,1.56E+18,100074,200200,939,8,193,20,4,39800,23788000
11323,1.56E+18,100074,200200,939,8,193,20,4,39800,37647000
11324,1.56E+18,100074,200200,939,8,193,20,4,39800,55791000
11325,1.56E+18,100635,201945,829,5,167,20,4,89000,18515000
11326,1.56E+18,100635,201945,829,5,167,20,4,89000,42355000
11327,1.56E+18,100635,201945,829,5,167,20,4,89000,47703000
11328,1.56E+18,100088,200236,1081,10,275,20,4,60900,20183000
11329,1.56E+18,100088,200236,1081,10,275,20,4,60900,39308000
11330,1.56E+18,100088,200236,1081,10,275,20,4,60900,48615000
11331,1.56E+18,100283,200912,1008,6,244,20,4,44000,25335000
11332,1.56E+18,100283,200912,1008,6,244,20,4,44000,54935000
11333,1.56E+18,100283,200912,1008,6,244,20,4,44000,72522000
11334,1.56E+18,100127,200341,841,7,175,20,4,69900,13709000
11335,1.56E+18,100127,200352,852,7,175,20,4,69900,13362000
11336,1.56E+18,100127,200341,841,7,175,20,4,69900,27077000
11337,1.56E+18,100127,200352,852,7,175,20,4,69900,26569000
11338,1.56E+18,100127,200341,841,7,175,20,4,69900,31474000
11339,1.56E+18,100127,200352,852,7,175,20,4,69900,33016000
11340,1.56E+18,100493,201494,1713,4,420,30,4,0,0
11341,1.56E+18,100493,201494,1713,4,420,30,4,0,0
11342,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11343,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11344,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11345,1.56E+18,100255,200868,1724,10,430,20,4,109800,23598000
11346,1.56E+18,100255,200868,1724,10,430,20,4,109800,56355000
11347,1.56E+18,100255,200868,1724,10,430,20,4,109800,42331000
11348,1.56E+18,100837,202465,805,10,383,20,4,218000,7352000
11349,1.56E+18,100837,202478,1399,10,383,20,4,208000,5459000
11350,1.56E+18,100837,202468,807,10,383,20,4,208000,3141000
11351,1.56E+18,100837,202471,1262,10,383,20,4,198000,2264000
11352,1.56E+18,100837,202465,805,10,383,20,4,218000,19507000
11353,1.56E+18,100837,202478,1399,10,383,20,4,208000,10107000
11354,1.56E+18,100837,202468,807,10,383,20,4,208000,5467000
11355,1.56E+18,100837,202471,1262,10,383,20,4,198000,5937000
11356,1.56E+18,100837,202465,805,10,383,20,4,218000,23558000
11357,1.56E+18,100837,202478,1399,10,383,20,4,208000,20948000
11358,1.56E+18,100837,202468,807,10,383,20,4,208000,7005000
11359,1.56E+18,100837,202471,1262,10,383,20,4,198000,10354000
11360,1.56E+18,100251,200845,207,7,14,20,4,89000,18883000
11361,1.56E+18,100251,200856,213,7,14,20,4,89000,7806000
11362,1.56E+18,100251,200845,207,7,14,20,4,89000,30915000
11363,1.56E+18,100251,200856,213,7,14,20,4,89000,20247000
11364,1.56E+18,100251,200845,207,7,14,20,4,89000,41670000
11365,1.56E+18,100251,200856,213,7,14,20,4,89000,20633000
11366,1.56E+18,100493,201494,1713,4,420,30,4,0,0
11367,1.56E+18,100493,201494,1713,4,420,30,4,0,0
11368,1.56E+18,100251,200848,208,7,14,20,4,69900,10263000
11369,1.56E+18,100251,200859,214,7,14,20,4,69900,6228000
11370,1.56E+18,100251,200848,208,7,14,20,4,69900,15880000
11371,1.56E+18,100251,200859,214,7,14,20,4,69900,6591000
11372,1.56E+18,100251,200848,208,7,14,20,4,69900,16547000
11373,1.56E+18,100251,200859,214,7,14,20,4,69900,7124000
11374,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11375,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11376,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11377,1.56E+18,100618,201915,1734,6,432,20,4,79000,16798000
11378,1.56E+18,100618,201918,1736,6,432,20,4,79000,4660000
11379,1.56E+18,100618,201915,1734,6,432,15,4,79000,15464000
11380,1.56E+18,100618,201918,1736,6,432,15,4,79000,3671000
11381,1.56E+18,100373,201195,104,0,341,20,4,1120000,5283000
11382,1.56E+18,100373,201190,54,0,341,20,4,1290000,0
11383,1.56E+18,100373,201194,103,0,341,20,4,1320000,9319000
11384,1.56E+18,100373,201189,53,0,341,20,4,1490000,0
11385,1.56E+18,100373,201195,104,0,341,20,4,1120000,2667000
11386,1.56E+18,100373,201190,54,0,341,20,4,1290000,3069000
11387,1.56E+18,100373,201194,103,0,341,20,4,1320000,9137000
11388,1.56E+18,100373,201189,53,0,341,20,4,1490000,3542000
11389,1.56E+18,100373,201195,104,0,341,20,4,1120000,2667000
11390,1.56E+18,100373,201190,54,0,341,20,4,1290000,2734000
11391,1.56E+18,100373,201194,103,0,341,20,4,1320000,9319000
11392,1.56E+18,100373,201189,53,0,341,20,4,1490000,3542000
11393,1.56E+18,100654,201979,1383,2,353,20,4,75050,15031000
11394,1.56E+18,100654,201976,789,2,353,20,4,79000,7882000
11395,1.56E+18,100654,201979,1383,2,353,20,4,75050,50722000
11396,1.56E+18,100654,201976,789,2,353,20,4,79000,13900000
11397,1.56E+18,100654,201979,1383,2,353,20,4,75050,49365000
11398,1.56E+18,100654,201976,789,2,353,20,4,79000,14849000
11399,1.56E+18,100809,202393,192,7,9,20,4,59900,21276000
11400,1.56E+18,100809,202393,192,7,9,20,4,59900,38379000
11401,1.56E+18,100809,202393,192,7,9,20,4,59900,45431000
11402,1.56E+18,100074,200200,939,8,193,20,4,39800,25577000
11403,1.56E+18,100074,200200,939,8,193,20,4,39800,51774000
11404,1.56E+18,100074,200200,939,8,193,20,4,39800,56323000
11405,1.56E+18,100489,201473,953,9,197,20,4,44000,5174000
11406,1.56E+18,100489,201474,954,9,197,20,4,48000,4185000
11407,1.56E+18,100489,201475,955,9,197,20,4,69000,3589000
11408,1.56E+18,100489,201473,953,9,197,20,4,44000,16291000
11409,1.56E+18,100489,201474,954,9,197,20,4,48000,9573000
11410,1.56E+18,100489,201475,955,9,197,20,4,69000,10531000
11411,1.56E+18,100489,201473,953,9,197,20,4,44000,29254000
11412,1.56E+18,100489,201474,954,9,197,20,4,48000,20596000
11413,1.56E+18,100489,201475,955,9,197,20,4,69000,19076000
11414,1.56E+18,100654,201979,1383,2,353,20,4,75050,30432000
11415,1.56E+18,100654,201976,789,2,353,20,4,79000,9147000
11416,1.56E+18,100654,201979,1383,2,353,20,4,75050,43124000
11417,1.56E+18,100654,201976,789,2,353,20,4,79000,11216000
11418,1.56E+18,100654,201979,1383,2,353,20,4,75050,44600000
11419,1.56E+18,100654,201976,789,2,353,20,4,79000,12215000
11420,1.56E+18,100452,201394,227,7,17,20,4,39000,22554000
11421,1.56E+18,100452,201394,227,7,17,20,4,39000,50281000
11422,1.56E+18,100452,201394,227,7,17,20,4,39000,66706000
11423,1.56E+18,100088,200236,1081,10,275,20,4,60900,15010000
11424,1.56E+18,100088,200236,1081,10,275,20,4,60900,43313000
11425,1.56E+18,100088,200236,1081,10,275,20,4,60900,65342000
11426,1.56E+18,100127,200344,844,7,175,20,4,69900,11478000
11427,1.56E+18,100127,200355,855,7,175,20,4,69900,9629000
11428,1.56E+18,100127,200344,844,7,175,20,4,69900,22616000
11429,1.56E+18,100127,200355,855,7,175,20,4,69900,16652000
11430,1.56E+18,100127,200344,844,7,175,20,4,69900,33606000
11431,1.56E+18,100127,200355,855,7,175,20,4,69900,22629000
11432,1.56E+18,100837,202478,1399,10,383,20,4,208000,4690000
11433,1.56E+18,100837,202465,805,10,383,20,4,218000,6553000
11434,1.56E+18,100837,202471,1262,10,383,20,4,198000,3731000
11435,1.56E+18,100837,202468,807,10,383,20,4,208000,2372000
11436,1.56E+18,100837,202478,1399,10,383,20,4,208000,11656000
11437,1.56E+18,100837,202465,805,10,383,20,4,218000,15460000
11438,1.56E+18,100837,202471,1262,10,383,20,4,198000,5933000
11439,1.56E+18,100837,202468,807,10,383,20,4,208000,826000
11440,1.56E+18,100837,202478,1399,10,383,20,4,208000,17842000
11441,1.56E+18,100837,202465,805,10,383,20,4,218000,20351000
11442,1.56E+18,100837,202471,1262,10,383,20,4,198000,3735000
11443,1.56E+18,100837,202468,807,10,383,20,4,208000,4698000
11444,1.56E+18,100097,200269,1380,10,302,20,4,119000,15360000
11445,1.56E+18,100097,200265,786,10,302,20,4,129000,4902000
11446,1.56E+18,100097,200269,1380,10,302,20,4,119000,31564000
11447,1.56E+18,100097,200265,786,10,302,20,4,129000,10566000
11448,1.56E+18,100097,200269,1380,10,302,20,4,119000,38129000
11449,1.56E+18,100097,200265,786,10,302,20,4,129000,16009000
11450,1.56E+18,100654,201979,1383,2,353,20,4,75050,24010000
11451,1.56E+18,100654,201976,789,2,353,20,4,79000,4944000
11452,1.56E+18,100654,201979,1383,2,353,20,4,75050,42099000
11453,1.56E+18,100654,201976,789,2,353,20,4,79000,11879000
11454,1.56E+18,100654,201979,1383,2,353,20,4,75050,52252000
11455,1.56E+18,100654,201976,789,2,353,20,4,79000,13079000
11456,1.56E+18,100849,202510,635,3,77,20,4,59900,49156000
11457,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11458,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11459,1.56E+18,100324,201106,1169,4,300,20,4,0,0
11460,1.56E+18,100218,200768,1016,9,246,20,4,139000,19327000
11461,1.56E+18,100218,200768,1016,9,246,20,4,139000,73481000
11462,1.56E+18,100218,200768,1016,9,246,20,4,139000,88256000
11463,1.56E+18,100493,201494,1713,4,420,30,4,0,0
11464,1.56E+18,100493,201494,1713,4,420,30,4,0,0
11465,1.56E+18,100374,201198,145,7,32,20,4,79000,13172000
11466,1.56E+18,100374,201199,146,7,32,20,4,79000,15585000
11467,1.56E+18,100374,201198,145,7,32,20,4,79000,17959000
11468,1.56E+18,100374,201199,146,7,32,20,4,79000,17199000
11469,1.56E+18,100374,201198,145,7,32,20,4,79000,22761000
11470,1.56E+18,100374,201199,146,7,32,20,4,79000,17577000
11471,1.56E+18,100148,200497,1273,1,15,20,4,1300000,9645000
11472,1.56E+18,100148,200430,675,1,15,20,4,1430000,0
11473,1.56E+18,100148,200506,1275,1,15,20,4,1700000,12645000
11474,1.56E+18,100148,200439,677,1,15,20,4,1930000,28661000
11475,1.56E+18,100148,200517,1278,1,15,20,4,2500000,0
11476,1.56E+18,100148,200450,680,1,15,20,4,2790000,6942000
11477,1.56E+18,100148,200523,1279,1,15,20,4,2800000,13884000
11478,1.56E+18,100148,200456,681,1,15,20,4,3090000,0
11479,1.56E+18,100148,200497,1273,1,15,20,4,1300000,16041000
11480,1.56E+18,100148,200430,675,1,15,20,4,1430000,7091000
11481,1.56E+18,100148,200506,1275,1,15,20,4,1700000,21000000
11482,1.56E+18,100148,200439,677,1,15,20,4,1930000,19140000
11483,1.56E+18,100148,200517,1278,1,15,20,4,2500000,6223000
11484,1.56E+18,100148,200450,680,1,15,20,4,2790000,0
11485,1.56E+18,100148,200523,1279,1,15,20,4,2800000,0
11486,1.56E+18,100148,200456,681,1,15,20,4,3090000,7711000
11487,1.56E+18,100148,200497,1273,1,15,20,4,1300000,12843000
11488,1.56E+18,100148,200430,675,1,15,20,4,1430000,3595000
11489,1.56E+18,100148,200506,1275,1,15,20,4,1700000,25190000
11490,1.56E+18,100148,200439,677,1,15,20,4,1930000,28661000
11491,1.56E+18,100148,200517,1278,1,15,20,4,2500000,0
11492,1.56E+18,100148,200450,680,1,15,20,4,2790000,20802000
11493,1.56E+18,100148,200523,1279,1,15,20,4,2800000,0
11494,1.56E+18,100148,200456,681,1,15,20,4,3090000,23008000
11495,1.56E+18,100205,200733,876,0,183,20,4,548000,6154000
11496,1.56E+18,100205,200732,875,0,183,20,4,598000,6718000
11497,1.56E+18,100205,200731,874,0,183,20,4,648000,10883000
11498,1.56E+18,100205,200733,876,0,183,20,4,548000,24472000
11499,1.56E+18,100205,200732,875,0,183,20,4,598000,15045000
11500,1.56E+18,100205,200731,874,0,183,20,4,648000,10883000
11501,1.56E+18,100205,200733,876,0,183,20,4,548000,24480000
11502,1.56E+18,100205,200732,875,0,183,20,4,598000,26718000
11503,1.56E+18,100205,200731,874,0,183,20,4,648000,28944000
11504,1.56E+18,100251,200845,207,7,14,20,4,89000,16104000
11505,1.56E+18,100251,200856,213,7,14,20,4,89000,7649000
11506,1.56E+18,100251,200845,207,7,14,20,4,89000,29434000
11507,1.56E+18,100251,200856,213,7,14,20,4,89000,10075000
11508,1.56E+18,100251,200845,207,7,14,20,4,89000,28320000
11509,1.56E+18,100251,200856,213,7,14,20,4,89000,12547000
11510,1.56E+18,100779,202276,1550,6,379,20,4,39900,8961000
11511,1.56E+18,100779,202276,1550,6,379,15,4,39900,15899000
11512,1.56E+18,100452,201394,227,7,17,20,4,39000,10472000
11513,1.56E+18,100452,201394,227,7,17,20,4,39000,24410000
11514,1.56E+18,100452,201394,227,7,17,20,4,39000,32163000
11515,1.56E+18,100017,200027,360,9,415,20,4,39000,21504000
11516,1.56E+18,100017,200027,360,9,415,20,4,39000,29257000
11517,1.56E+18,100017,200027,360,9,415,20,4,39000,27408000
11518,1.56E+18,100192,200656,539,6,116,20,4,49900,18062000
11519,1.56E+18,100192,200656,539,6,116,20,4,49900,32971000
11520,1.56E+18,100192,200656,539,6,116,20,4,49900,42805000
11521,1.56E+18,100635,201945,829,5,167,20,4,89000,17160000
11522,1.56E+18,100635,201945,829,5,167,20,4,89000,27590000
11523,1.56E+18,100635,201945,829,5,167,20,4,89000,36653000
11524,1.56E+18,100489,201473,953,9,197,20,4,44000,5515000
11525,1.56E+18,100489,201474,954,9,197,20,4,48000,4158000
11526,1.56E+18,100489,201475,955,9,197,20,4,69000,2347000
11527,1.56E+18,100489,201473,953,9,197,20,4,44000,13493000
11528,1.56E+18,100489,201474,954,9,197,20,4,48000,7963000
11529,1.56E+18,100489,201475,955,9,197,20,4,69000,6115000
11530,1.56E+18,100489,201473,953,9,197,20,4,44000,16443000
11531,1.56E+18,100489,201474,954,9,197,20,4,48000,11545000
11532,1.56E+18,100489,201475,955,9,197,20,4,69000,10198000
11533,1.56E+18,100283,200912,1008,6,244,20,4,44000,23711000
11534,1.56E+18,100283,200912,1008,6,244,20,4,44000,44002000
11535,1.56E+18,100283,200912,1008,6,244,20,4,44000,42818000
11536,1.56E+18,100066,200156,777,10,254,20,4,94800,3333000
11537,1.56E+18,100066,200160,1372,10,254,20,4,88800,8033000
11538,1.56E+18,100066,200156,777,10,254,20,4,94800,9810000
11539,1.56E+18,100066,200160,1372,10,254,20,4,88800,13418000
11540,1.56E+18,100066,200156,777,10,254,20,4,94800,14138000
11541,1.56E+18,100066,200160,1372,10,254,20,4,88800,26843000
11542,1.56E+18,100255,200868,1724,10,430,20,4,109800,19692000
11543,1.56E+18,100255,200868,1724,10,430,20,4,109800,37600000
11544,1.56E+18,100255,200868,1724,10,430,20,4,109800,37138000
11545,1.56E+18,100185,201962,153,9,285,20,4,49900,19978000
11546,1.56E+18,100185,201962,153,9,285,20,4,49900,38756000
11547,1.56E+18,100185,201962,153,9,285,20,4,49900,31840000
11548,1.56E+18,100080,200219,1044,6,258,20,4,89900,12954000
11549,1.56E+18,100080,200219,1044,6,258,20,4,89900,16784000
11550,1.56E+18,100080,200219,1044,6,258,20,4,89900,30085000
11551,1.56E+18,100253,200864,1047,3,260,20,4,30900,27926000
11552,1.56E+18,100253,200864,1047,3,260,20,4,30900,48465000
11553,1.56E+18,100253,200864,1047,3,260,20,4,30900,47504000
11554,1.56E+18,100448,201387,1267,10,382,20,4,168000,10281000
11555,1.56E+18,100448,201380,670,10,382,20,4,178000,5161000
11556,1.56E+18,100448,201388,1390,10,382,20,4,148000,4806000
11557,1.56E+18,100448,201381,797,10,382,20,4,158000,1197000
11558,1.56E+18,100448,201387,1267,10,382,20,4,168000,18128000
11559,1.56E+18,100448,201380,670,10,382,20,4,178000,4555000
11560,1.56E+18,100448,201388,1390,10,382,20,4,148000,10618000
11561,1.56E+18,100448,201381,797,10,382,20,4,158000,2893000
11562,1.56E+18,100448,201387,1267,10,382,20,4,168000,22363000
11563,1.56E+18,100448,201380,670,10,382,20,4,178000,9011000
11564,1.56E+18,100448,201388,1390,10,382,20,4,148000,6919000
11565,1.56E+18,100448,201381,797,10,382,20,4,158000,2327000
11566,1.56E+18,100478,201453,1628,10,403,20,4,49800,15961000
11567,1.56E+18,100478,201453,1628,10,403,20,4,49800,29834000
11568,1.56E+18,100478,201453,1628,10,403,20,4,49800,30976000
11569,1.56E+18,100809,202393,192,7,9,20,4,59900,17045000
11570,1.56E+18,100809,202393,192,7,9,20,4,59900,27890000
11571,1.56E+18,100809,202393,192,7,9,20,4,59900,39731000
11572,1.56E+18,100127,200344,844,7,175,20,4,69900,14786000
11573,1.56E+18,100127,200355,855,7,175,20,4,69900,7287000
11574,1.56E+18,100127,200344,844,7,175,20,4,69900,27987000
11575,1.56E+18,100127,200355,855,7,175,20,4,69900,18020000
11576,1.56E+18,100127,200344,844,7,175,20,4,69900,44179000
11577,1.56E+18,100127,200355,855,7,175,20,4,69900,24779000
11578,1.56E+18,100579,201769,1352,1,200,20,4,509000,19883000
11579,1.56E+18,100579,201717,758,1,200,20,4,569000,11822000
11580,1.56E+18,100579,201769,1352,1,200,20,4,509000,31512000
11581,1.56E+18,100579,201717,758,1,200,20,4,569000,17043000
11582,1.56E+18,100579,201769,1352,1,200,20,4,509000,47849000
11583,1.56E+18,100579,201717,758,1,200,20,4,569000,13174000
11584,1.56E+18,100205,200733,876,0,183,20,4,548000,9212000
11585,1.56E+18,100205,200732,875,0,183,20,4,598000,3384000
11586,1.56E+18,100205,200731,874,0,183,20,4,648000,3660000
11587,1.56E+18,100205,200733,876,0,183,20,4,548000,21437000
11588,1.56E+18,100205,200732,875,0,183,20,4,598000,18374000
11589,1.56E+18,100205,200731,874,0,183,20,4,648000,27142000
11590,1.56E+18,100205,200733,876,0,183,20,4,548000,33639000
11591,1.56E+18,100205,200732,875,0,183,20,4,598000,30049000
11592,1.56E+18,100205,200731,874,0,183,20,4,648000,25329000
11593,1.56E+18,100251,200845,207,7,14,20,4,89000,17835000
11594,1.56E+18,100251,200856,213,7,14,20,4,89000,10013000
11595,1.56E+18,100251,200845,207,7,14,20,4,89000,30007000
11596,1.56E+18,100251,200856,213,7,14,20,4,89000,10361000
11597,1.56E+18,100251,200845,207,7,14,20,4,89000,33845000
11598,1.56E+18,100251,200856,213,7,14,20,4,89000,17836000
11599,1.56E+18,100557,201649,578,4,123,20,4,0,0
11600,1.56E+18,100557,201649,578,4,123,20,4,0,0
11601,1.56E+18,100557,201649,578,4,123,20,4,0,0
11602,1.56E+18,100251,200848,208,7,14,20,4,69900,4579000
11603,1.56E+18,100251,200859,214,7,14,20,4,69900,1726000
11604,1.56E+18,100251,200848,208,7,14,20,4,69900,7447000
11605,1.56E+18,100251,200859,214,7,14,20,4,69900,5277000
11606,1.56E+18,100251,200848,208,7,14,15,4,69900,9586000
11607,1.56E+18,100251,200859,214,7,14,15,4,69900,6930000
11608,1.56E+18,100445,202277,1554,6,379,20,4,69900,12499000
11609,1.56E+18,100445,202277,1554,6,379,20,4,69900,26571000
11610,1.56E+18,100445,202277,1554,6,379,20,4,69900,37390000
11611,1.56E+18,100309,200991,473,2,84,20,4,68000,12383000
11612,1.56E+18,100309,200991,473,2,84,20,4,68000,15526000
11613,1.56E+18,100309,200991,473,2,84,20,4,68000,21925000
11614,1.56E+18,100815,202408,914,7,185,20,4,69000,11913000
11615,1.56E+18,100815,202408,914,7,185,20,4,69000,18857000
11616,1.56E+18,100815,202408,914,7,185,20,4,69000,28168000
11617,1.56E+18,100776,202269,927,6,188,20,4,69900,19263000
11618,1.56E+18,100776,202269,927,6,188,20,4,69900,29397000
11619,1.56E+18,100776,202269,927,6,188,20,4,69900,37586000
11620,1.56E+18,100837,202465,805,10,383,20,4,218000,6531000
11621,1.56E+18,100837,202478,1399,10,383,20,4,208000,1596000
11622,1.56E+18,100837,202468,807,10,383,20,4,208000,1596000
11623,1.56E+18,100837,202471,1262,10,383,20,4,198000,785000
11624,1.56E+18,100837,202465,805,10,383,20,4,218000,7348000
11625,1.56E+18,100837,202478,1399,10,383,20,4,208000,5471000
11626,1.56E+18,100837,202468,807,10,383,20,4,208000,3921000
11627,1.56E+18,100837,202471,1262,10,383,20,4,198000,2995000
11628,1.56E+18,100837,202465,805,10,383,20,4,218000,18705000
11629,1.56E+18,100837,202478,1399,10,383,20,4,208000,20157000
11630,1.56E+18,100837,202468,807,10,383,20,4,208000,6243000
11631,1.56E+18,100837,202471,1262,10,383,20,4,198000,3738000
11632,1.56E+18,100185,201962,153,9,285,20,4,49900,18239000
11633,1.56E+18,100185,201962,153,9,285,20,4,49900,27499000
11634,1.56E+18,100185,201962,153,9,285,20,4,49900,26953000
11635,1.56E+18,100080,200219,1044,6,258,20,4,89900,12070000
11636,1.56E+18,100080,200219,1044,6,258,20,4,89900,24756000
11637,1.56E+18,100080,200219,1044,6,258,20,4,89900,40082000
11638,1.56E+18,100140,200377,888,11,184,20,4,59900,4281000
11639,1.56E+18,100140,200376,887,11,184,20,4,69900,3826000
11640,1.56E+18,100140,200375,886,11,184,20,4,79900,5218000
11641,1.56E+18,100140,200377,888,11,184,20,4,59900,7408000
11642,1.56E+18,100140,200376,887,11,184,20,4,69900,11227000
11643,1.56E+18,100140,200375,886,11,184,20,4,79900,14168000
11644,1.56E+18,100140,200377,888,11,184,20,4,59900,9980000
11645,1.56E+18,100140,200376,887,11,184,20,4,69900,9926000
11646,1.56E+18,100140,200375,886,11,184,20,4,79900,13777000
11647,1.56E+18,100251,200845,207,7,14,20,4,89000,10856000
11648,1.56E+18,100251,200856,213,7,14,20,4,89000,8135000
11649,1.56E+18,100251,200845,207,7,14,20,4,89000,24116000
11650,1.56E+18,100251,200856,213,7,14,20,4,89000,13214000
11651,1.56E+18,100251,200845,207,7,14,20,4,89000,25168000
11652,1.56E+18,100251,200856,213,7,14,20,4,89000,17408000
11653,1.56E+18,100283,200912,1008,6,244,20,4,44000,17296000
11654,1.56E+18,100283,200912,1008,6,244,20,4,44000,34806000
11655,1.56E+18,100283,200912,1008,6,244,20,4,44000,58410000
11656,1.56E+18,100849,202510,635,3,77,20,4,59900,45043000
11657,1.56E+18,100849,202510,635,3,77,20,4,59900,39759000
11658,1.56E+18,100849,202510,635,3,77,20,4,59900,50539000
11659,1.56E+18,100478,201453,1628,10,403,20,4,49800,23413000
11660,1.56E+18,100478,201453,1628,10,403,20,4,49800,38472000
