,방송일시,마더코드,상품코드,상품명,상품군,판매단가,노출,month,취급액
8535,1553734800000000000,100736,202163,427,5,149000,30,3,16123000
8536,1553736600000000000,100736,202163,427,5,149000,26,3,26273000
8537,1553752800000000000,100017,200027,360,9,39000,20,3,16358000
8538,1553754000000000000,100017,200027,360,9,39000,20,3,34627000
8539,1553755200000000000,100017,200027,360,9,39000,20,3,41297000
8540,1553756400000000000,100134,200365,438,5,39000,20,3,12777000
8541,1553757600000000000,100134,200365,438,5,39000,20,3,23376000
8542,1553758800000000000,100134,200365,438,5,39000,20,3,27708000
8543,1553760000000000000,100596,201828,1506,6,79000,20,3,11749000
8544,1553760000000000000,100596,201830,1508,6,69000,20,3,4636000
8545,1553761200000000000,100596,201828,1506,6,79000,20,3,18928000
8546,1553761200000000000,100596,201830,1508,6,69000,20,3,5836000
8547,1553762400000000000,100596,201828,1506,6,79000,20,3,24303000
8548,1553762400000000000,100596,201830,1508,6,69000,20,3,13174000
8549,1553763600000000000,100240,200814,1579,10,119000,30,3,29975000
8550,1553763600000000000,100240,200816,1580,10,89000,30,3,395000
8551,1553765400000000000,100240,200814,1579,10,119000,30,3,41115000
8552,1553765400000000000,100240,200816,1580,10,89000,30,3,395000
8553,1553767200000000000,100635,201945,829,5,89000,20,3,13488000
8554,1553768400000000000,100635,201945,829,5,89000,20,3,33324000
8555,1553769600000000000,100635,201945,829,5,89000,20,3,58836000
8556,1553770800000000000,100305,200989,1151,6,89000,30,3,29454000
8557,1553772600000000000,100305,200989,1151,6,89000,30,3,56690000
8558,1553774400000000000,100837,202465,805,10,218000,20,3,6476000
8559,1553774400000000000,100837,202478,1399,10,208000,20,3,3109000
8560,1553774400000000000,100837,202468,807,10,208000,20,3,3117000
8561,1553774400000000000,100837,202471,1262,10,198000,20,3,778000
8562,1553775600000000000,100837,202465,805,10,218000,20,3,5674000
8563,1553775600000000000,100837,202478,1399,10,208000,20,3,13071000
8564,1553775600000000000,100837,202468,807,10,208000,20,3,5419000
8565,1553775600000000000,100837,202471,1262,10,198000,20,3,2965000
8566,1553776800000000000,100837,202465,805,10,218000,20,3,12092000
8567,1553776800000000000,100837,202478,1399,10,208000,20,3,11538000
8568,1553776800000000000,100837,202468,807,10,208000,20,3,3882000
8569,1553776800000000000,100837,202471,1262,10,198000,20,3,2969000
8570,1553778000000000000,100090,200247,1747,7,49000,30,3,26379000
8571,1553778000000000000,100090,200243,1743,7,49000,30,3,12118000
8572,1553779800000000000,100090,200247,1747,7,49000,30,3,48143000
8573,1553779800000000000,100090,200243,1743,7,49000,30,3,22967000
8574,1553781600000000000,100717,202102,551,6,99900,20,3,19173000
8575,1553782800000000000,100717,202102,551,6,99900,20,3,36399000
8576,1553784000000000000,100717,202102,551,6,99900,20,3,43697000
8577,1553785200000000000,100516,201581,1265,10,90000,20,3,9538000
8578,1553785200000000000,100516,201580,816,10,99000,20,3,6753000
8579,1553786400000000000,100516,201581,1265,10,90000,20,3,21917000
8580,1553786400000000000,100516,201580,816,10,99000,20,3,10463000
8581,1553787600000000000,100516,201581,1265,10,90000,20,3,28565000
8582,1553787600000000000,100516,201580,816,10,99000,20,3,12783000
8583,1553788800000000000,100831,202443,1236,3,49900,20,3,5600000
8584,1553790000000000000,100831,202443,1236,3,49900,20,3,10891000
8585,1553791200000000000,100831,202443,1236,3,49900,20,3,17259000
8586,1553792400000000000,100253,200864,1047,3,30900,20,3,24131000
8587,1553793600000000000,100253,200864,1047,3,30900,20,3,42241000
8588,1553794800000000000,100253,200864,1047,3,30900,20,3,39826000
8589,1553796000000000000,100731,202135,1200,9,39800,20,3,7907000
8590,1553796000000000000,100731,202145,1210,9,39800,20,3,7616000
8591,1553797200000000000,100731,202135,1200,9,39800,20,3,14932000
8592,1553797200000000000,100731,202145,1210,9,39800,20,3,13204000
8593,1553798400000000000,100731,202135,1200,9,39800,20,3,13786000
8594,1553798400000000000,100731,202145,1210,9,39800,20,3,18986000
8595,1553799600000000000,100808,202378,183,7,69900,20,3,17626000
8596,1553800800000000000,100808,202378,183,7,69900,20,3,28875000
8597,1553802000000000000,100808,202378,183,7,69900,20,3,44967000
8598,1553803200000000000,100088,200236,1081,10,60900,20,3,24993000
8599,1553804400000000000,100088,200236,1081,10,60900,20,3,41245000
8600,1553805600000000000,100088,200236,1081,10,60900,20,3,50896000
8601,1553806800000000000,100205,200733,876,0,548000,20,3,11940000
8602,1553806800000000000,100205,200732,875,0,598000,20,3,8166000
8603,1553806800000000000,100205,200731,874,0,648000,20,3,12366000
8604,1553808000000000000,100205,200733,876,0,548000,20,3,25329000
8605,1553808000000000000,100205,200732,875,0,598000,20,3,9791000
8606,1553808000000000000,100205,200731,874,0,648000,20,3,33475000
8607,1553809200000000000,100205,200733,876,0,548000,20,3,44661000
8608,1553809200000000000,100205,200732,875,0,598000,20,3,26011000
8609,1553809200000000000,100205,200731,874,0,648000,20,3,36993000
8610,1553810400000000000,100089,200246,1746,7,59000,20,3,8706000
8611,1553810400000000000,100089,200242,1742,7,59000,20,3,5271000
8612,1553811600000000000,100089,200246,1746,7,59000,20,3,12420000
8613,1553811600000000000,100089,200242,1742,7,59000,20,3,8042000
8614,1553812800000000000,100089,200246,1746,7,59000,20,3,18265000
8615,1553812800000000000,100089,200242,1742,7,59000,20,3,13578000
8616,1553814000000000000,100577,201758,1342,1,999000,20,3,5484000
8617,1553814000000000000,100577,201706,748,1,1089000,20,3,3042000
8618,1553814000000000000,100577,201756,1341,1,1259000,20,3,10343000
8619,1553814000000000000,100577,201704,747,1,1349000,20,3,7407000
8620,1553815200000000000,100577,201758,1342,1,999000,20,3,5484000
8621,1553815200000000000,100577,201706,748,1,1089000,20,3,3014000
8622,1553815200000000000,100577,201756,1341,1,1259000,20,3,6672000
8623,1553815200000000000,100577,201704,747,1,1349000,20,3,25881000
8624,1553816400000000000,100577,201758,1342,1,999000,20,3,8201000
8625,1553816400000000000,100577,201706,748,1,1089000,20,3,0
8626,1553816400000000000,100577,201756,1341,1,1259000,20,3,17233000
8627,1553816400000000000,100577,201704,747,1,1349000,20,3,18469000
8628,1553817600000000000,100346,201076,1595,7,69900,20,3,9830000
8629,1553817600000000000,100346,201069,1589,7,69900,20,3,3367000
8630,1553818800000000000,100346,201076,1595,7,69900,20,3,19960000
8631,1553818800000000000,100346,201069,1589,7,69900,20,3,6525000
8632,1553820000000000000,100346,201076,1595,7,69900,20,3,28848000
8633,1553820000000000000,100346,201069,1589,7,69900,20,3,10019000
8634,1553821200000000000,100293,200951,1412,9,119000,20,3,7508000
8635,1553821200000000000,100293,200948,819,9,129000,20,3,1891000
8636,1553822400000000000,100293,200951,1412,9,119000,20,3,8502000
8637,1553822400000000000,100293,200948,819,9,129000,20,3,8461000
8638,1553823600000000000,100293,200951,1412,9,119000,16,3,8875000
8639,1553823600000000000,100293,200948,819,9,129000,16,3,6572000
8640,1553839200000000000,100315,201002,131,2,69000,20,3,8645000
8641,1553840400000000000,100315,201002,131,2,69000,20,3,14044000
8642,1553841600000000000,100315,201002,131,2,69000,20,3,21857000
8643,1553842800000000000,100779,202276,1550,6,39900,20,3,17536000
8644,1553844000000000000,100779,202276,1550,6,39900,20,3,27776000
8645,1553845200000000000,100779,202276,1550,6,39900,20,3,29734000
8646,1553846400000000000,100635,201945,829,5,89000,20,3,14837000
8647,1553847600000000000,100635,201945,829,5,89000,20,3,26262000
8648,1553848800000000000,100635,201945,829,5,89000,20,3,40371000
8649,1553850000000000000,100657,201985,459,10,84800,30,3,26044000
8650,1553851800000000000,100657,201985,459,10,84800,30,3,44935000
8651,1553853600000000000,100717,202102,551,6,99900,20,3,20078000
8652,1553854800000000000,100717,202102,551,6,99900,20,3,41032000
8653,1553856000000000000,100717,202102,551,6,99900,20,3,51816000
8654,1553857200000000000,100271,200889,1749,7,199000,20,3,10203000
8655,1553857200000000000,100270,200892,1752,7,199000,20,3,4095000
8656,1553858400000000000,100271,200889,1749,7,199000,20,3,23129000
8657,1553858400000000000,100270,200892,1752,7,199000,20,3,9915000
8658,1553859600000000000,100271,200889,1749,7,199000,20,3,34920000
8659,1553859600000000000,100270,200892,1752,7,199000,20,3,16164000
8660,1553860800000000000,100211,200755,989,8,39900,30,3,27695000
8661,1553862600000000000,100211,200755,989,8,39900,30,3,42741000
8662,1553864400000000000,100125,200333,449,2,79000,20,3,10036000
8663,1553865600000000000,100125,200333,449,2,79000,20,3,15555000
8664,1553866800000000000,100125,200333,449,2,79000,20,3,22232000
8665,1553868000000000000,100074,200200,939,8,39800,20,3,18550000
8666,1553869200000000000,100074,200200,939,8,39800,20,3,31929000
8667,1553870400000000000,100074,200200,939,8,39800,20,3,31856000
8668,1553871600000000000,100305,200989,1151,6,89000,30,3,31778000
8669,1553873400000000000,100305,200989,1151,6,89000,30,3,50035000
8670,1553875200000000000,100731,202135,1200,9,39800,20,3,7780000
8671,1553875200000000000,100731,202145,1210,9,39800,20,3,8625000
8672,1553876400000000000,100731,202135,1200,9,39800,20,3,10542000
8673,1553876400000000000,100731,202145,1210,9,39800,20,3,12882000
8674,1553877600000000000,100731,202135,1200,9,39800,20,3,19077000
8675,1553877600000000000,100731,202145,1210,9,39800,20,3,18096000
8676,1553878800000000000,100321,201023,1604,2,77000,20,3,19136000
8677,1553880000000000000,100321,201023,1604,2,77000,20,3,30867000
8678,1553881200000000000,100321,201023,1604,2,77000,20,3,33377000
8679,1553882400000000000,100231,200819,1583,10,89800,20,3,13556000
8680,1553883600000000000,100231,200819,1583,10,89800,20,3,27081000
8681,1553884800000000000,100231,200819,1583,10,89800,20,3,37770000
8682,1553886000000000000,100610,201886,1661,6,89000,20,3,10048000
8683,1553886000000000000,100610,201907,1677,6,89000,20,3,3412000
8684,1553886000000000000,100610,201862,1644,6,89000,20,3,428000
8685,1553887200000000000,100610,201886,1661,6,89000,20,3,24906000
8686,1553887200000000000,100610,201907,1677,6,89000,20,3,8155000
8687,1553887200000000000,100610,201862,1644,6,89000,20,3,1918000
8688,1553888400000000000,100610,201886,1661,6,89000,20,3,34577000
8689,1553888400000000000,100610,201907,1677,6,89000,20,3,12379000
8690,1553888400000000000,100610,201862,1644,6,89000,20,3,2296000
8691,1553889600000000000,100607,201879,1655,6,139000,20,3,20021000
8692,1553890800000000000,100607,201879,1655,6,139000,20,3,42320000
8693,1553892000000000000,100607,201879,1655,6,139000,20,3,56354000
8694,1553893200000000000,100148,200497,1273,1,1300000,20,3,6661000
8695,1553893200000000000,100148,200430,675,1,1430000,20,3,7299000
8696,1553893200000000000,100148,200506,1275,1,1700000,20,3,4364000
8697,1553893200000000000,100148,200439,677,1,1930000,20,3,0
8698,1553893200000000000,100148,200517,1278,1,2500000,20,3,12787000
8699,1553893200000000000,100148,200450,680,1,2790000,20,3,0
8700,1553893200000000000,100148,200523,1279,1,2800000,20,3,14293000
8701,1553893200000000000,100148,200456,681,1,3090000,20,3,7912000
8702,1553894400000000000,100148,200497,1273,1,1300000,20,3,13221000
8703,1553894400000000000,100148,200430,675,1,1430000,20,3,10950000
8704,1553894400000000000,100148,200506,1275,1,1700000,20,3,60495000
8705,1553894400000000000,100148,200439,677,1,1930000,20,3,29456000
8706,1553894400000000000,100148,200517,1278,1,2500000,20,3,0
8707,1553894400000000000,100148,200450,680,1,2790000,20,3,7146000
8708,1553894400000000000,100148,200523,1279,1,2800000,20,3,14293000
8709,1553894400000000000,100148,200456,681,1,3090000,20,3,15774000
8710,1553895600000000000,100148,200497,1273,1,1300000,20,3,33004000
8711,1553895600000000000,100148,200430,675,1,1430000,20,3,7299000
8712,1553895600000000000,100148,200506,1275,1,1700000,20,3,60470000
8713,1553895600000000000,100148,200439,677,1,1930000,20,3,44235000
8714,1553895600000000000,100148,200517,1278,1,2500000,20,3,0
8715,1553895600000000000,100148,200450,680,1,2790000,20,3,7146000
8716,1553895600000000000,100148,200523,1279,1,2800000,20,3,14319000
8717,1553895600000000000,100148,200456,681,1,3090000,20,3,0
8718,1553896800000000000,100500,201510,80,0,499000,20,3,2603000
8719,1553896800000000000,100500,201504,28,0,549000,20,3,0
8720,1553896800000000000,100500,201509,79,0,549000,20,3,4265000
8721,1553896800000000000,100500,201503,27,0,599000,20,3,4647000
8722,1553896800000000000,100500,201508,78,0,599000,20,3,0
8723,1553896800000000000,100500,201502,26,0,649000,20,3,3371000
8724,1553898000000000000,100500,201510,80,0,499000,20,3,10252000
8725,1553898000000000000,100500,201504,28,0,549000,20,3,7072000
8726,1553898000000000000,100500,201509,79,0,549000,20,3,15489000
8727,1553898000000000000,100500,201503,27,0,599000,20,3,7717000
8728,1553898000000000000,100500,201508,78,0,599000,20,3,6183000
8729,1553898000000000000,100500,201502,26,0,649000,20,3,11673000
8730,1553899200000000000,100500,201510,80,0,499000,20,3,25563000
8731,1553899200000000000,100500,201504,28,0,549000,20,3,16897000
8732,1553899200000000000,100500,201509,79,0,549000,20,3,14088000
8733,1553899200000000000,100500,201503,27,0,599000,20,3,7712000
8734,1553899200000000000,100500,201508,78,0,599000,20,3,19970000
8735,1553899200000000000,100500,201502,26,0,649000,20,3,18316000
8736,1553900400000000000,100173,202214,1436,9,169000,30,3,3671000
8737,1553900400000000000,100173,202215,1438,9,219000,30,3,17951000
8738,1553902200000000000,100173,202214,1436,9,169000,30,3,7670000
8739,1553902200000000000,100173,202215,1438,9,219000,30,3,32476000
8740,1553904000000000000,100324,201107,1170,4,0,30,3,0
8741,1553905800000000000,100324,201107,1170,4,0,30,3,0
8742,1553907600000000000,100025,200037,428,5,61800,20,3,8601000
8743,1553908800000000000,100025,200037,428,5,61800,20,3,19362000
8744,1553910000000000000,100025,200037,428,5,61800,16,3,17160000
8745,1553925600000000000,100266,200880,621,8,39900,20,3,13215000
8746,1553926800000000000,100266,200880,621,8,39900,20,3,20668000
8747,1553928000000000000,100266,200880,621,8,39900,20,3,32799000
8748,1553929200000000000,100149,200546,1292,1,2209000,20,3,17089000
8749,1553929200000000000,100149,200479,695,1,2299000,20,3,13391000
8750,1553929200000000000,100149,200423,219,1,1899000,20,3,0
8751,1553929200000000000,100149,200478,694,1,1989000,20,3,3884000
8752,1553930400000000000,100149,200546,1292,1,2209000,20,3,12868000
8753,1553930400000000000,100149,200479,695,1,2299000,20,3,17825000
8754,1553930400000000000,100149,200423,219,1,1899000,20,3,0
8755,1553930400000000000,100149,200478,694,1,1989000,20,3,7717000
8756,1553931600000000000,100149,200546,1292,1,2209000,20,3,12829000
8757,1553931600000000000,100149,200479,695,1,2299000,20,3,17844000
8758,1553931600000000000,100149,200423,219,1,1899000,20,3,0
8759,1553931600000000000,100149,200478,694,1,1989000,20,3,11551000
8760,1553932800000000000,100211,200755,989,8,39900,30,3,49200000
8761,1553934600000000000,100211,200755,989,8,39900,30,3,75111000
8762,1553936400000000000,100088,200236,1081,10,60900,20,3,28341000
8763,1553937600000000000,100088,200236,1081,10,60900,20,3,48498000
8764,1553938800000000000,100088,200236,1081,10,60900,20,3,60385000
8765,1553940000000000000,100226,200788,1522,5,49800,20,3,39034000
8766,1553941200000000000,100226,200788,1522,5,49800,20,3,62442000
8767,1553942400000000000,100226,200788,1522,5,49800,20,3,71595000
8768,1553943600000000000,100080,200219,1044,6,89900,20,3,27405000
8769,1553944800000000000,100080,200219,1044,6,89900,20,3,42565000
8770,1553946000000000000,100080,200219,1044,6,89900,20,3,64396000
8771,1553947200000000000,100573,201761,1344,1,2309000,30,3,19401000
8772,1553947200000000000,100573,201709,750,1,2399000,30,3,30181000
8773,1553947200000000000,100573,201760,1343,1,1909000,30,3,12025000
8774,1553947200000000000,100573,201708,749,1,1999000,30,3,8433000
8775,1553949000000000000,100573,201761,1344,1,2309000,30,3,38753000
8776,1553949000000000000,100573,201709,750,1,2399000,30,3,70397000
8777,1553949000000000000,100573,201760,1343,1,1909000,30,3,16017000
8778,1553949000000000000,100573,201708,749,1,1999000,30,3,8433000
8779,1553950800000000000,100251,200848,208,7,79900,30,3,6360000
8780,1553950800000000000,100251,200859,214,7,79900,30,3,4967000
8781,1553950800000000000,100250,200837,201,7,79900,30,3,7518000
8782,1553950800000000000,100250,200851,209,7,79900,30,3,3645000
8783,1553952600000000000,100251,200848,208,7,79900,30,3,20433000
8784,1553952600000000000,100251,200859,214,7,79900,30,3,8910000
8785,1553952600000000000,100250,200837,201,7,79900,30,3,14676000
8786,1553952600000000000,100250,200851,209,7,79900,30,3,9147000
8787,1553954400000000000,100271,200889,1749,7,199000,20,3,13162000
8788,1553954400000000000,100270,200892,1752,7,199000,20,3,8252000
8789,1553955600000000000,100271,200889,1749,7,199000,20,3,33694000
8790,1553955600000000000,100270,200892,1752,7,199000,20,3,20412000
8791,1553956800000000000,100271,200889,1749,7,199000,20,3,51311000
8792,1553956800000000000,100270,200892,1752,7,199000,20,3,19585000
8793,1553958000000000000,100607,201879,1655,6,139000,20,3,31856000
8794,1553959200000000000,100607,201879,1655,6,139000,20,3,68213000
8795,1553960400000000000,100607,201879,1655,6,139000,20,3,64755000
8796,1553961600000000000,100448,201378,134,10,168000,20,3,11504000
8797,1553961600000000000,100448,201376,132,10,178000,20,3,1966000
8798,1553961600000000000,100448,201379,135,10,148000,20,3,6915000
8799,1553961600000000000,100448,201377,133,10,158000,20,3,3457000
8800,1553962800000000000,100448,201378,134,10,168000,20,3,20530000
8801,1553962800000000000,100448,201376,132,10,178000,20,3,12196000
8802,1553962800000000000,100448,201379,135,10,148000,20,3,9032000
8803,1553962800000000000,100448,201377,133,10,158000,20,3,6881000
8804,1553964000000000000,100448,201378,134,10,168000,20,3,34478000
8805,1553964000000000000,100448,201376,132,10,178000,20,3,9026000
8806,1553964000000000000,100448,201379,135,10,148000,20,3,15405000
8807,1553964000000000000,100448,201377,133,10,158000,20,3,6881000
8808,1553965200000000000,100253,200864,1047,3,30900,20,3,38921000
8809,1553966400000000000,100253,200864,1047,3,30900,20,3,59927000
8810,1553967600000000000,100253,200864,1047,3,30900,20,3,67284000
8811,1553970000000000000,100324,201107,1170,4,0,30,3,0
8812,1553971800000000000,100324,201107,1170,4,0,30,3,0
8813,1553973600000000000,100224,200781,594,6,89000,20,3,16818000
8814,1553973600000000000,100224,200778,593,6,89000,20,3,5320000
8815,1553973600000000000,100224,200782,595,6,89000,20,3,4005000
8816,1553974800000000000,100224,200781,594,6,89000,20,3,34160000
8817,1553974800000000000,100224,200778,593,6,89000,20,3,6791000
8818,1553974800000000000,100224,200782,595,6,89000,20,3,9026000
8819,1553976000000000000,100224,200781,594,6,89000,20,3,42401000
8820,1553976000000000000,100224,200778,593,6,89000,20,3,11145000
8821,1553976000000000000,100224,200782,595,6,89000,20,3,12595000
8822,1553977200000000000,100150,200532,1285,1,439000,20,3,29808000
8823,1553977200000000000,100150,200464,687,1,489000,20,3,20672000
8824,1553978400000000000,100150,200532,1285,1,439000,20,3,52398000
8825,1553978400000000000,100150,200464,687,1,489000,20,3,42939000
8826,1553979600000000000,100150,200532,1285,1,439000,20,3,68017000
8827,1553979600000000000,100150,200464,687,1,489000,20,3,52378000
8828,1553980800000000000,100205,200733,876,0,548000,20,3,11951000
8829,1553980800000000000,100205,200732,875,0,598000,20,3,8168000
8830,1553980800000000000,100205,200731,874,0,648000,20,3,5326000
8831,1553982000000000000,100205,200733,876,0,548000,20,3,29788000
8832,1553982000000000000,100205,200732,875,0,598000,20,3,17906000
8833,1553982000000000000,100205,200731,874,0,648000,20,3,22919000
8834,1553983200000000000,100205,200733,876,0,548000,20,3,50600000
8835,1553983200000000000,100205,200732,875,0,598000,20,3,34127000
8836,1553983200000000000,100205,200731,874,0,648000,20,3,31709000
8837,1553984400000000000,100155,200552,1297,1,1409000,20,3,31341000
8838,1553984400000000000,100155,200485,700,1,1549000,20,3,25848000
8839,1553985600000000000,100155,200552,1297,1,1409000,20,3,58616000
8840,1553985600000000000,100155,200485,700,1,1549000,20,3,12963000
8841,1553986800000000000,100155,200552,1297,1,1409000,20,3,31313000
8842,1553986800000000000,100155,200485,700,1,1549000,20,3,30171000
8843,1553988000000000000,100575,201738,1329,1,1000000,20,3,3057000
8844,1553988000000000000,100575,201685,734,1,1080000,20,3,13112000
8845,1553988000000000000,100575,201742,1332,1,1700000,20,3,10348000
8846,1553988000000000000,100575,201688,736,1,1800000,20,3,0
8847,1553988000000000000,100575,201746,1335,1,2700000,20,3,0
8848,1553988000000000000,100575,201692,739,1,2880000,20,3,0
8849,1553989200000000000,100575,201738,1329,1,1000000,20,3,0
8850,1553989200000000000,100575,201685,734,1,1080000,20,3,3300000
8851,1553989200000000000,100575,201742,1332,1,1700000,20,3,10318000
8852,1553989200000000000,100575,201688,736,1,1800000,20,3,5488000
8853,1553989200000000000,100575,201746,1335,1,2700000,20,3,0
8854,1553989200000000000,100575,201692,739,1,2880000,20,3,8768000
8855,1553990400000000000,100575,201738,1329,1,1000000,20,3,9072000
8856,1553990400000000000,100575,201685,734,1,1080000,20,3,6551000
8857,1553990400000000000,100575,201742,1332,1,1700000,20,3,5184000
8858,1553990400000000000,100575,201688,736,1,1800000,20,3,5518000
8859,1553990400000000000,100575,201746,1335,1,2700000,20,3,16393000
8860,1553990400000000000,100575,201692,739,1,2880000,20,3,0
8861,1553991600000000000,100324,201107,1170,4,0,30,3,0
8862,1553993400000000000,100324,201107,1170,4,0,30,3,0
8863,1553995200000000000,100074,200200,939,8,39800,20,3,23292000
8864,1553996400000000000,100074,200200,939,8,39800,16,3,30879000
8865,1554012000000000000,100226,200785,367,5,59800,20,3,12657000
8866,1554013200000000000,100226,200785,367,5,59800,20,3,20723000
8867,1554014400000000000,100226,200785,367,5,59800,20,3,34688000
8868,1554015600000000000,100808,202378,183,7,69900,20,3,19708000
8869,1554016800000000000,100808,202378,183,7,69900,20,3,38462000
8870,1554018000000000000,100808,202378,183,7,69900,20,3,67941000
8871,1554019200000000000,100377,201222,417,7,49900,20,3,12111000
8872,1554019200000000000,100377,201228,422,7,49900,20,3,7433000
8873,1554020400000000000,100377,201222,417,7,49900,20,3,27872000
8874,1554020400000000000,100377,201228,422,7,49900,20,3,17940000
8875,1554021600000000000,100377,201222,417,7,49900,20,3,30153000
8876,1554021600000000000,100377,201228,422,7,49900,20,3,19287000
8877,1554022800000000000,100074,200200,939,8,39800,20,3,48082000
8878,1554024000000000000,100074,200200,939,8,39800,20,3,76180000
8879,1554025200000000000,100074,200200,939,8,39800,20,3,78329000
8880,1554026400000000000,100117,200318,488,10,74800,30,3,39935000
8881,1554028200000000000,100117,200318,488,10,74800,25,3,33264000
8882,1554030000000000000,100717,202102,551,6,99900,20,3,47698000
8883,1554031200000000000,100717,202102,551,6,99900,20,3,61516000
8884,1554032400000000000,100717,202102,551,6,99900,20,3,71807000
8885,1554033600000000000,100271,200889,1749,7,199000,20,3,10789000
8886,1554033600000000000,100270,200892,1752,7,199000,20,3,7620000
8887,1554034800000000000,100271,200889,1749,7,199000,20,3,27455000
8888,1554034800000000000,100270,200892,1752,7,199000,20,3,21050000
8889,1554036000000000000,100271,200889,1749,7,199000,20,3,42322000
8890,1554036000000000000,100270,200892,1752,7,199000,20,3,34843000
8891,1554037200000000000,100226,200788,1522,5,49800,20,3,24881000
8892,1554038400000000000,100226,200788,1522,5,49800,20,3,49606000
8893,1554039600000000000,100226,200788,1522,5,49800,20,3,79872000
8894,1554040800000000000,100089,200246,1746,7,59000,20,3,7755000
8895,1554040800000000000,100089,200242,1742,7,59000,20,3,9709000
8896,1554042000000000000,100089,200246,1746,7,59000,20,3,18294000
8897,1554042000000000000,100089,200242,1742,7,59000,20,3,19791000
8898,1554043200000000000,100089,200246,1746,7,59000,20,3,19460000
8899,1554043200000000000,100089,200242,1742,7,59000,20,3,19891000
8900,1554044400000000000,100837,202465,805,10,218000,20,3,16914000
8901,1554044400000000000,100837,202478,1399,10,208000,20,3,8493000
8902,1554044400000000000,100837,202468,807,10,208000,20,3,2345000
8903,1554044400000000000,100837,202471,1262,10,198000,20,3,2965000
8904,1554045600000000000,100837,202465,805,10,218000,20,3,27334000
8905,1554045600000000000,100837,202478,1399,10,208000,20,3,13843000
8906,1554045600000000000,100837,202468,807,10,208000,20,3,6169000
8907,1554045600000000000,100837,202471,1262,10,198000,20,3,5884000
8908,1554046800000000000,100837,202465,805,10,218000,20,3,31365000
8909,1554046800000000000,100837,202478,1399,10,208000,20,3,18425000
8910,1554046800000000000,100837,202468,807,10,208000,20,3,10008000
8911,1554046800000000000,100837,202471,1262,10,198000,20,3,6616000
8912,1554048000000000000,100074,200200,939,8,39800,20,3,36953000
8913,1554049200000000000,100074,200200,939,8,39800,20,3,59811000
8914,1554050400000000000,100074,200200,939,8,39800,20,3,79084000
8915,1554051600000000000,100149,200546,1292,1,2209000,20,3,12829000
8916,1554051600000000000,100149,200479,695,1,2299000,20,3,4484000
8917,1554051600000000000,100149,200423,219,1,1899000,20,3,3709000
8918,1554051600000000000,100149,200478,694,1,1989000,20,3,0
8919,1554052800000000000,100149,200546,1292,1,2209000,20,3,17108000
8920,1554052800000000000,100149,200479,695,1,2299000,20,3,13391000
8921,1554052800000000000,100149,200423,219,1,1899000,20,3,7388000
8922,1554052800000000000,100149,200478,694,1,1989000,20,3,7736000
8923,1554054000000000000,100149,200546,1292,1,2209000,20,3,17108000
8924,1554054000000000000,100149,200479,695,1,2299000,20,3,22278000
8925,1554054000000000000,100149,200423,219,1,1899000,20,3,0
8926,1554054000000000000,100149,200478,694,1,1989000,20,3,7736000
8927,1554055200000000000,100849,202510,635,3,59900,20,3,50652000
8928,1554056400000000000,100324,201107,1170,4,0,30,3,0
8929,1554058200000000000,100324,201107,1170,4,0,30,3,0
8930,1554060000000000000,100231,200819,1583,10,89800,20,3,12173000
8931,1554061200000000000,100231,200819,1583,10,89800,20,3,40567000
8932,1554062400000000000,100231,200819,1583,10,89800,20,3,60653000
8933,1554063600000000000,100500,201510,80,0,499000,20,3,6426000
8934,1554063600000000000,100500,201504,28,0,549000,20,3,2857000
8935,1554063600000000000,100500,201509,79,0,549000,20,3,1456000
8936,1554063600000000000,100500,201503,27,0,599000,20,3,0
8937,1554063600000000000,100500,201508,78,0,599000,20,3,3113000
8938,1554063600000000000,100500,201502,26,0,649000,20,3,1709000
8939,1554064800000000000,100500,201510,80,0,499000,20,3,11527000
8940,1554064800000000000,100500,201504,28,0,549000,20,3,7072000
8941,1554064800000000000,100500,201509,79,0,549000,20,3,7066000
8942,1554064800000000000,100500,201503,27,0,599000,20,3,3115000
8943,1554064800000000000,100500,201508,78,0,599000,20,3,9240000
8944,1554064800000000000,100500,201502,26,0,649000,20,3,1712000
8945,1554066000000000000,100500,201510,80,0,499000,20,3,47257000
8946,1554066000000000000,100500,201504,28,0,549000,20,3,16897000
8947,1554066000000000000,100500,201509,79,0,549000,20,3,14088000
8948,1554066000000000000,100500,201503,27,0,599000,20,3,13837000
8949,1554066000000000000,100500,201508,78,0,599000,20,3,12303000
8950,1554066000000000000,100500,201502,26,0,649000,20,3,6693000
8951,1554067200000000000,100573,201761,1344,1,2309000,30,3,9715000
8952,1554067200000000000,100573,201709,750,1,2399000,30,3,45309000
8953,1554067200000000000,100573,201760,1343,1,1909000,30,3,4063000
8954,1554067200000000000,100573,201708,749,1,1999000,30,3,41923000
8955,1554069000000000000,100573,201761,1344,1,2309000,30,3,29088000
8956,1554069000000000000,100573,201709,750,1,2399000,30,3,85546000
8957,1554069000000000000,100573,201760,1343,1,1909000,30,3,12025000
8958,1554069000000000000,100573,201708,749,1,1999000,30,3,29338000
8959,1554070800000000000,100148,200497,1273,1,1300000,20,3,3343000
8960,1554070800000000000,100148,200430,675,1,1430000,20,3,3675000
8961,1554070800000000000,100148,200506,1275,1,1700000,20,3,13017000
8962,1554070800000000000,100148,200439,677,1,1930000,20,3,24606000
8963,1554070800000000000,100148,200517,1278,1,2500000,20,3,0
